,Date,variable,value
18640, 4 December 2020 01:08,Category,Currency
18641, 3 December 2020 13:31,Category,Currency
18642, 3 December 2020 13:29,Category,Currency
18643, 2 December 2020 04:14,Category,Currency
18644, 2 December 2020 03:17,Category,Currency
18645, 28 November 2020 02:49,Category,Currency
18646, 26 November 2020 20:15,Category,Currency
18647, 26 November 2020 19:06,Category,Currency
18648, 25 November 2020 17:22,Category,Currency
18649, 22 November 2020 00:29,Category,Currency
18650, 22 November 2020 00:16,Category,Currency
18651, 16 November 2020 03:18,Category,Currency
18652, 16 November 2020 02:08,Category,Currency
18653, 13 November 2020 02:23,Category,Currency
18654, 13 November 2020 02:22,Category,Currency
18655, 9 November 2020 23:05,Category,Currency
18656, 9 November 2020 17:58,Category,Currency
18657, 8 November 2020 15:38,Category,Currency
18658, 7 November 2020 23:48,Category,Currency
18659, 7 November 2020 19:21,Category,Currency
18660, 6 November 2020 16:26,Category,Currency
18661, 6 November 2020 13:32,Category,Currency
18662, 3 November 2020 08:28,Category,Currency
18663, 3 November 2020 08:25,Category,Currency
18664, 3 November 2020 08:18,Category,Currency
18665, 3 November 2020 08:05,Category,Currency
18666, 3 November 2020 05:24,Category,Currency
18667, 30 October 2020 17:10,Category,Currency
18668, 29 October 2020 00:12,Category,Currency
18669, 28 October 2020 15:10,Category,Currency
18670, 25 October 2020 16:01,Category,Currency
18671, 25 October 2020 06:43,Category,Currency
18672, 25 October 2020 06:43,Category,Currency
18673, 25 October 2020 06:42,Category,Currency
18674, 25 October 2020 06:41,Category,Currency
18675, 25 October 2020 06:39,Category,Currency
18676, 23 October 2020 01:14,Category,Currency
18677, 23 October 2020 00:53,Category,Currency
18678, 23 October 2020 00:48,Category,Currency
18679, 23 October 2020 00:46,Category,Currency
18680, 22 October 2020 18:32,Category,Currency
18681, 22 October 2020 14:46,Category,Currency
18682, 22 October 2020 03:45,Category,Currency
18683, 19 October 2020 12:51,Category,Currency
18684, 19 October 2020 12:50,Category,Currency
18685, 19 October 2020 12:48,Category,Currency
18686, 19 October 2020 12:29,Category,Currency
18687, 19 October 2020 12:20,Category,Currency
18688, 19 October 2020 12:16,Category,Currency
18689, 19 October 2020 12:15,Category,Currency
18690, 19 October 2020 12:14,Category,Currency
18691, 19 October 2020 12:12,Category,Currency
18692, 19 October 2020 12:10,Category,Currency
18693, 11 October 2020 20:14,Category,Currency
18694, 5 October 2020 10:31,Category,Currency
18695, 5 October 2020 03:53,Category,Currency
18696, 5 October 2020 00:23,Category,Currency
18697, 5 October 2020 00:14,Category,Currency
18698, 5 October 2020 00:09,Category,Currency
18699, 5 October 2020 00:08,Category,Currency
18700, 2 October 2020 03:02,Category,Currency
18701, 1 October 2020 18:31,Category,Currency
18702, 29 September 2020 23:12,Category,Currency
18703, 29 September 2020 11:49,Category,Currency
18704, 29 September 2020 10:35,Category,Currency
18705, 29 September 2020 10:34,Category,Currency
18706, 29 September 2020 10:32,Category,Currency
18707, 28 September 2020 16:35,Category,Currency
18708, 28 September 2020 16:34,Category,Currency
18709, 25 September 2020 10:24,Category,Currency
18710, 25 September 2020 06:33,Category,Currency
18711, 24 September 2020 18:24,Category,Currency
18712, 24 September 2020 18:16,Category,Currency
18713, 24 September 2020 18:00,Category,Currency
18714, 23 September 2020 22:29,Category,Currency
18715, 23 September 2020 14:39,Category,Currency
18716, 23 September 2020 06:19,Category,Currency
18717, 21 September 2020 20:29,Category,Currency
18718, 19 September 2020 07:10,Category,Currency
18719, 19 September 2020 07:09,Category,Currency
18720, 12 September 2020 03:17,Category,Currency
18721, 12 September 2020 00:25,Category,Currency
18722, 12 September 2020 00:24,Category,Currency
18723, 11 September 2020 07:09,Category,Currency
18724, 10 September 2020 12:09,Category,Currency
18725, 10 September 2020 06:48,Category,Currency
18726, 10 September 2020 06:45,Category,Currency
18727, 10 September 2020 06:38,Category,Currency
18728, 10 September 2020 06:36,Category,Currency
18729, 10 September 2020 06:32,Category,Currency
18730, 10 September 2020 06:24,Category,Currency
18731, 10 September 2020 06:23,Category,Currency
18732, 10 September 2020 06:20,Category,Currency
18733, 10 September 2020 06:18,Category,Currency
18734, 10 September 2020 06:15,Category,Currency
18735, 7 September 2020 04:13,Category,Currency
18736, 6 September 2020 14:28,Category,Currency
18737, 6 September 2020 14:27,Category,Currency
18738, 6 September 2020 01:59,Category,Currency
18739, 6 September 2020 01:50,Category,Currency
18740, 6 September 2020 01:49,Category,Currency
18741, 1 September 2020 12:57,Category,Currency
18742, 1 September 2020 08:36,Category,Currency
18743, 29 August 2020 22:07,Category,Currency
18744, 29 August 2020 22:02,Category,Currency
18745, 29 August 2020 16:08,Category,Currency
18746, 29 August 2020 16:05,Category,Currency
18747, 24 August 2020 18:39,Category,Currency
18748, 24 August 2020 07:03,Category,Currency
18749, 24 August 2020 07:02,Category,Currency
18750, 11 August 2020 08:29,Category,Currency
18751, 10 August 2020 20:32,Category,Currency
18752, 10 August 2020 02:17,Category,Currency
18753, 30 July 2020 02:15,Category,Currency
18754, 30 July 2020 02:14,Category,Currency
18755, 29 July 2020 22:18,Category,Currency
18756, 29 July 2020 20:27,Category,Currency
18757, 23 July 2020 13:01,Category,Currency
18758, 17 July 2020 01:24,Category,Currency
18759, 16 July 2020 22:52,Category,Currency
18760, 16 July 2020 22:52,Category,Currency
18761, 16 July 2020 02:22,Category,Currency
18762, 12 July 2020 15:48,Category,Currency
18763, 9 July 2020 15:30,Category,Currency
18764, 9 July 2020 15:28,Category,Currency
18765, 7 July 2020 18:32,Category,Currency
18766, 7 July 2020 17:00,Category,Currency
18767, 5 July 2020 02:00,Category,Currency
18768, 30 June 2020 00:57,Category,Currency
18769, 30 June 2020 00:51,Category,Currency
18770, 27 June 2020 22:34,Category,Currency
18771, 27 June 2020 13:58,Category,Currency
18772, 27 June 2020 13:54,Category,Currency
18773, 22 June 2020 20:53,Category,Currency
18774, 22 June 2020 20:48,Category,Currency
18775, 22 June 2020 20:46,Category,Currency
18776, 19 June 2020 02:06,Category,Currency
18777, 17 June 2020 16:32,Category,Currency
18778, 17 June 2020 16:31,Category,Currency
18779, 17 June 2020 16:30,Category,Currency
18780, 17 June 2020 16:29,Category,Currency
18781, 16 June 2020 19:22,Category,Currency
18782, 15 June 2020 09:58,Category,Currency
18783, 15 June 2020 06:00,Category,Currency
18784, 12 June 2020 22:24,Category,Currency
18785, 10 June 2020 22:52,Category,Currency
18786, 9 June 2020 19:39,Category,Currency
18787, 9 June 2020 19:38,Category,Currency
18788, 8 June 2020 05:41,Category,Currency
18789, 8 June 2020 04:13,Category,Currency
18790, 7 June 2020 04:47,Category,Currency
18791, 3 June 2020 13:00,Category,Currency
18792, 3 June 2020 12:59,Category,Currency
18793, 1 June 2020 18:28,Category,Currency
18794, 1 June 2020 17:56,Category,Currency
18795, 1 June 2020 15:26,Category,Currency
18796, 1 June 2020 14:56,Category,Currency
18797, 1 June 2020 14:55,Category,Currency
18798, 1 June 2020 14:21,Category,Currency
18799, 1 June 2020 13:48,Category,Currency
18800, 26 May 2020 17:59,Category,Currency
18801, 26 May 2020 17:40,Category,Currency
18802, 20 May 2020 22:22,Category,Currency
18803, 19 May 2020 15:03,Category,Currency
18804, 17 May 2020 13:10,Category,Currency
18805, 16 May 2020 17:34,Category,Currency
18806, 13 May 2020 22:23,Category,Currency
18807, 11 May 2020 23:58,Category,Currency
18808, 11 May 2020 23:44,Category,Currency
18809, 8 May 2020 01:07,Category,Currency
18810, 8 May 2020 00:58,Category,Currency
18811, 6 May 2020 01:32,Category,Currency
18812, 6 May 2020 01:31,Category,Currency
18813, 30 April 2020 19:15,Category,Currency
18814, 25 April 2020 08:05,Category,Currency
18815, 25 April 2020 02:54,Category,Currency
18816, 25 April 2020 02:53,Category,Currency
18817, 24 April 2020 21:44,Category,Currency
18818, 24 April 2020 21:38,Category,Currency
18819, 24 April 2020 08:38,Category,Currency
18820, 24 April 2020 07:38,Category,Currency
18821, 22 April 2020 21:01,Category,Currency
18822, 22 April 2020 09:03,Category,Currency
18823, 22 April 2020 08:04,Category,Currency
18824, 16 April 2020 01:56,Category,Currency
18825, 16 April 2020 01:55,Category,Currency
18826, 10 April 2020 13:02,Category,Currency
18827, 10 April 2020 13:01,Category,Currency
18828, 10 April 2020 13:01,Category,Currency
18829, 7 April 2020 21:39,Category,Currency
18830, 7 April 2020 20:58,Category,Currency
18831, 7 April 2020 15:01,Category,Currency
18832, 7 April 2020 14:49,Category,Currency
18833, 7 April 2020 14:42,Category,Currency
18834, 7 April 2020 13:51,Category,Currency
18835, 7 April 2020 13:50,Category,Currency
18836, 7 April 2020 13:44,Category,Currency
18837, 7 April 2020 13:16,Category,Currency
18838, 7 April 2020 13:12,Category,Currency
18839, 7 April 2020 13:10,Category,Currency
18840, 7 April 2020 12:54,Category,Currency
18841, 7 April 2020 12:53,Category,Currency
18842, 7 April 2020 12:47,Category,Currency
18843, 7 April 2020 12:45,Category,Currency
18844, 7 April 2020 12:39,Category,Currency
18845, 7 April 2020 12:15,Category,Currency
18846, 7 April 2020 12:09,Category,Currency
18847, 28 March 2020 20:56,Category,Currency
18848, 28 March 2020 20:56,Category,Currency
18849, 27 March 2020 11:03,Category,Currency
18850, 27 March 2020 08:23,Category,Currency
18851, 19 March 2020 20:17,Category,Currency
18852, 16 March 2020 18:02,Category,Currency
18853, 16 March 2020 17:58,Category,Currency
18854, 14 March 2020 17:51,Category,Currency
18855, 14 March 2020 17:47,Category,Currency
18856, 7 March 2020 23:43,Category,Currency
18857, 7 March 2020 23:42,Category,Currency
18858, 4 March 2020 01:36,Category,Currency
18859, 4 March 2020 01:15,Category,Currency
18860, 3 March 2020 20:56,Category,Currency
18861, 3 March 2020 20:50,Category,Currency
18862, 26 February 2020 22:50,Category,Currency
18863, 26 February 2020 22:49,Category,Currency
18864, 26 February 2020 09:12,Category,Currency
18865, 24 February 2020 23:14,Category,Currency
18866, 24 February 2020 23:03,Category,Currency
18867, 24 February 2020 23:02,Category,Currency
18868, 21 February 2020 16:17,Category,Currency
18869, 21 February 2020 16:17,Category,Currency
18870, 21 February 2020 01:10,Category,Currency
18871, 20 February 2020 23:22,Category,Currency
18872, 18 February 2020 17:10,Category,Currency
18873, 18 February 2020 12:37,Category,Currency
18874, 14 February 2020 18:28,Category,Currency
18875, 13 February 2020 11:57,Category,Currency
18876, 11 February 2020 13:25,Category,Currency
18877, 11 February 2020 08:43,Category,Currency
18878, 11 February 2020 08:30,Category,Currency
18879, 7 February 2020 16:52,Category,Currency
18880, 7 February 2020 16:51,Category,Currency
18881, 7 February 2020 16:41,Category,Currency
18882, 7 February 2020 15:56,Category,Currency
18883, 7 February 2020 15:49,Category,Currency
18884, 7 February 2020 15:42,Category,Currency
18885, 5 February 2020 12:29,Category,Currency
18886, 3 February 2020 15:02,Category,Currency
18887, 3 February 2020 15:01,Category,Currency
18888, 2 February 2020 12:16,Category,Currency
18889, 1 February 2020 15:07,Category,Currency
18890, 1 February 2020 15:04,Category,Currency
18891, 31 January 2020 20:45,Category,Currency
18892, 31 January 2020 19:31,Category,Currency
18893, 29 January 2020 09:49,Category,Currency
18894, 29 January 2020 09:48,Category,Currency
18895, 23 January 2020 15:31,Category,Currency
18896, 23 January 2020 15:31,Category,Currency
18897, 20 January 2020 20:01,Category,Currency
18898, 20 January 2020 16:48,Category,Currency
18899, 18 January 2020 16:33,Category,Currency
18900, 18 January 2020 16:32,Category,Currency
18901, 17 January 2020 17:42,Category,Currency
18902, 17 January 2020 17:42,Category,Currency
18903, 17 January 2020 17:36,Category,Currency
18904, 16 January 2020 20:29,Category,Currency
18905, 15 January 2020 03:02,Category,Currency
18906, 15 January 2020 02:59,Category,Currency
18907, 14 January 2020 17:59,Category,Currency
18908, 14 January 2020 17:58,Category,Currency
18909, 14 January 2020 17:56,Category,Currency
18910, 14 January 2020 17:56,Category,Currency
18911, 12 January 2020 21:53,Category,Currency
18912, 12 January 2020 21:53,Category,Currency
18913, 3 January 2020 23:16,Category,Currency
18914, 3 January 2020 22:29,Category,Currency
18915, 3 January 2020 22:07,Category,Currency
18916, 3 January 2020 21:16,Category,Currency
18917, 3 January 2020 21:12,Category,Currency
18918, 3 January 2020 21:07,Category,Currency
18919, 3 January 2020 19:43,Category,Currency
18920, 3 January 2020 08:40,Category,Currency
18921, 3 January 2020 02:53,Category,Currency
18922, 29 December 2019 09:01,Category,Currency
18923, 29 December 2019 09:00,Category,Currency
18924, 29 December 2019 08:59,Category,Currency
18925, 29 December 2019 08:59,Category,Currency
18926, 26 December 2019 11:11,Category,Currency
18927, 26 December 2019 10:33,Category,Currency
18928, 24 December 2019 22:46,Category,Currency
18929, 24 December 2019 05:40,Category,Currency
18930, 24 December 2019 01:58,Category,Currency
18931, 22 December 2019 02:44,Category,Currency
18932, 15 December 2019 03:32,Category,Currency
18933, 13 December 2019 14:01,Category,Currency
18934, 13 December 2019 14:01,Category,Currency
18935, 9 December 2019 16:51,Category,Currency
18936, 8 December 2019 09:42,Category,Currency
18937, 8 December 2019 09:38,Category,Currency
18938, 6 December 2019 09:06,Category,Currency
18939, 6 December 2019 01:47,Category,Currency
18940, 6 December 2019 01:45,Category,Currency
18941, 6 December 2019 01:38,Category,Currency
18942, 6 December 2019 01:26,Category,Currency
18943, 6 December 2019 00:06,Category,Currency
18944, 5 December 2019 22:58,Category,Currency
18945, 5 December 2019 21:01,Category,Currency
18946, 5 December 2019 21:01,Category,Currency
18947, 1 December 2019 23:59,Category,Currency
18948, 29 November 2019 18:34,Category,Currency
18949, 29 November 2019 18:34,Category,Currency
18950, 29 November 2019 02:08,Category,Currency
18951, 22 November 2019 19:32,Category,Currency
18952, 17 November 2019 19:18,Category,Currency
18953, 9 November 2019 23:40,Category,Currency
18954, 9 November 2019 23:39,Category,Currency
18955, 9 November 2019 23:38,Category,Currency
18956, 9 November 2019 23:37,Category,Currency
18957, 8 November 2019 16:39,Category,Currency
18958, 8 November 2019 16:38,Category,Currency
18959, 8 November 2019 16:36,Category,Currency
18960, 8 November 2019 16:36,Category,Currency
18961, 8 November 2019 00:42,Category,Currency
18962, 8 November 2019 00:35,Category,Currency
18963, 1 November 2019 01:33,Category,Currency
18964, 1 November 2019 01:30,Category,Currency
18965, 1 November 2019 01:27,Category,Currency
18966, 1 November 2019 01:25,Category,Currency
18967, 1 November 2019 01:24,Category,Currency
18968, 1 November 2019 01:23,Category,Currency
18969, 31 October 2019 14:56,Category,Currency
18970, 31 October 2019 14:55,Category,Currency
18971, 31 October 2019 14:01,Category,Currency
18972, 29 October 2019 12:58,Category,Currency
18973, 28 October 2019 23:21,Category,Currency
18974, 28 October 2019 23:19,Category,Currency
18975, 28 October 2019 23:16,Category,Currency
18976, 26 October 2019 22:48,Category,Currency
18977, 23 October 2019 00:55,Category,Currency
18978, 23 October 2019 00:54,Category,Currency
18979, 14 October 2019 00:17,Category,Currency
18980, 6 October 2019 04:53,Category,Currency
18981, 2 October 2019 20:53,Category,Currency
18982, 2 October 2019 20:41,Category,Currency
18983, 30 September 2019 20:28,Category,Currency
18984, 30 September 2019 20:23,Category,Currency
18985, 30 September 2019 19:58,Category,Currency
18986, 30 September 2019 19:39,Category,Currency
18987, 29 September 2019 14:45,Category,Currency
18988, 24 September 2019 18:14,Category,Currency
18989, 23 September 2019 04:01,Category,Currency
18990, 23 September 2019 03:59,Category,Currency
18991, 23 September 2019 02:13,Category,Currency
18992, 18 September 2019 06:51,Category,Currency
18993, 18 September 2019 06:50,Category,Currency
18994, 15 September 2019 17:38,Category,Currency
18995, 15 September 2019 17:37,Category,Currency
18996, 15 September 2019 17:35,Category,Currency
18997, 15 September 2019 17:34,Category,Currency
18998, 15 September 2019 16:44,Category,Currency
18999, 15 September 2019 07:21,Category,Currency
19000, 1 November 2022 18:38,Category,Currency
19001, 1 November 2022 03:43,Category,Currency
19002, 31 October 2022 12:51,Category,Currency
19003, 30 October 2022 09:06,Category,Currency
19004, 28 October 2022 22:33,Category,Currency
19005, 27 October 2022 07:25,Category,Currency
19006, 25 October 2022 20:31,Category,Currency
19007, 18 October 2022 07:37,Category,Currency
19008, 11 October 2022 15:24,Category,Currency
19009, 10 October 2022 14:19,Category,Currency
19010, 10 October 2022 14:16,Category,Currency
19011, 9 October 2022 23:35,Category,Currency
19012, 7 October 2022 04:09,Category,Currency
19013, 2 October 2022 17:46,Category,Currency
19014, 29 September 2022 21:36,Category,Currency
19015, 29 September 2022 21:34,Category,Currency
19016, 29 September 2022 16:00,Category,Currency
19017, 29 September 2022 16:00,Category,Currency
19018, 26 September 2022 11:45,Category,Currency
19019, 19 September 2022 21:34,Category,Currency
19020, 16 September 2022 15:58,Category,Currency
19021, 16 September 2022 15:36,Category,Currency
19022, 16 September 2022 11:28,Category,Currency
19023, 14 September 2022 11:38,Category,Currency
19024, 10 September 2022 05:35,Category,Currency
19025, 10 September 2022 03:54,Category,Currency
19026, 10 September 2022 03:52,Category,Currency
19027, 10 September 2022 03:49,Category,Currency
19028, 10 September 2022 00:28,Category,Currency
19029, 10 September 2022 00:06,Category,Currency
19030, 9 September 2022 07:17,Category,Currency
19031, 7 September 2022 14:16,Category,Currency
19032, 6 September 2022 00:15,Category,Currency
19033, 5 September 2022 02:02,Category,Currency
19034, 4 September 2022 02:17,Category,Currency
19035, 29 August 2022 13:12,Category,Currency
19036, 25 August 2022 18:25,Category,Currency
19037, 24 August 2022 14:57,Category,Currency
19038, 24 August 2022 14:57,Category,Currency
19039, 24 August 2022 02:05,Category,Currency
19040, 23 August 2022 09:17,Category,Currency
19041, 23 August 2022 03:46,Category,Currency
19042, 22 August 2022 13:03,Category,Currency
19043, 22 August 2022 12:50,Category,Currency
19044, 19 August 2022 19:58,Category,Currency
19045, 19 August 2022 19:48,Category,Currency
19046, 19 August 2022 18:09,Category,Currency
19047, 15 August 2022 17:57,Category,Currency
19048, 11 August 2022 22:12,Category,Currency
19049, 11 August 2022 22:10,Category,Currency
19050, 11 August 2022 16:07,Category,Currency
19051, 11 August 2022 16:07,Category,Currency
19052, 11 August 2022 03:13,Category,Currency
19053, 6 August 2022 12:37,Category,Currency
19054, 6 August 2022 06:35,Category,Currency
19055, 5 August 2022 19:04,Category,Currency
19056, 4 August 2022 08:09,Category,Currency
19057, 27 July 2022 02:31,Category,Currency
19058, 24 July 2022 04:00,Category,Currency
19059, 22 July 2022 18:51,Category,Currency
19060, 22 July 2022 18:39,Category,Currency
19061, 20 July 2022 07:16,Category,Currency
19062, 20 July 2022 07:13,Category,Currency
19063, 18 July 2022 08:08,Category,Currency
19064, 15 July 2022 13:38,Category,Currency
19065, 14 July 2022 20:31,Category,Currency
19066, 14 July 2022 16:44,Category,Currency
19067, 14 July 2022 03:47,Category,Currency
19068, 14 July 2022 01:12,Category,Currency
19069, 13 July 2022 21:43,Category,Currency
19070, 13 July 2022 21:43,Category,Currency
19071, 13 July 2022 16:32,Category,Currency
19072, 13 July 2022 16:08,Category,Currency
19073, 13 July 2022 12:02,Category,Currency
19074, 13 July 2022 04:23,Category,Currency
19075, 13 July 2022 04:23,Category,Currency
19076, 13 July 2022 04:20,Category,Currency
19077, 13 July 2022 04:18,Category,Currency
19078, 13 July 2022 04:17,Category,Currency
19079, 13 July 2022 04:07,Category,Currency
19080, 13 July 2022 04:06,Category,Currency
19081, 13 July 2022 04:05,Category,Currency
19082, 13 July 2022 04:04,Category,Currency
19083, 13 July 2022 04:01,Category,Currency
19084, 13 July 2022 04:00,Category,Currency
19085, 13 July 2022 03:58,Category,Currency
19086, 13 July 2022 03:56,Category,Currency
19087, 13 July 2022 03:55,Category,Currency
19088, 13 July 2022 03:54,Category,Currency
19089, 13 July 2022 03:53,Category,Currency
19090, 13 July 2022 03:50,Category,Currency
19091, 12 July 2022 19:52,Category,Currency
19092, 12 July 2022 18:51,Category,Currency
19093, 11 July 2022 16:59,Category,Currency
19094, 11 July 2022 16:55,Category,Currency
19095, 10 July 2022 16:43,Category,Currency
19096, 2 July 2022 19:51,Category,Currency
19097, 2 July 2022 09:23,Category,Currency
19098, 1 July 2022 16:27,Category,Currency
19099, 1 July 2022 12:07,Category,Currency
19100, 29 June 2022 05:49,Category,Currency
19101, 29 June 2022 01:37,Category,Currency
19102, 28 June 2022 22:53,Category,Currency
19103, 27 June 2022 14:01,Category,Currency
19104, 25 June 2022 08:00,Category,Currency
19105, 25 June 2022 07:59,Category,Currency
19106, 23 June 2022 06:33,Category,Currency
19107, 13 June 2022 17:51,Category,Currency
19108, 12 June 2022 07:31,Category,Currency
19109, 10 June 2022 23:04,Category,Currency
19110, 4 June 2022 10:35,Category,Currency
19111, 4 June 2022 10:25,Category,Currency
19112, 3 June 2022 21:20,Category,Currency
19113, 3 June 2022 21:00,Category,Currency
19114, 2 June 2022 01:51,Category,Currency
19115, 31 May 2022 14:57,Category,Currency
19116, 31 May 2022 14:56,Category,Currency
19117, 26 May 2022 05:26,Category,Currency
19118, 23 May 2022 14:53,Category,Currency
19119, 23 May 2022 14:52,Category,Currency
19120, 22 May 2022 22:26,Category,Currency
19121, 21 May 2022 15:21,Category,Currency
19122, 21 May 2022 15:20,Category,Currency
19123, 19 May 2022 21:27,Category,Currency
19124, 16 May 2022 11:27,Category,Currency
19125, 14 May 2022 09:00,Category,Currency
19126, 4 May 2022 07:10,Category,Currency
19127, 28 April 2022 07:13,Category,Currency
19128, 28 April 2022 02:05,Category,Currency
19129, 28 April 2022 02:04,Category,Currency
19130, 25 April 2022 12:50,Category,Currency
19131, 25 April 2022 12:47,Category,Currency
19132, 20 April 2022 10:10,Category,Currency
19133, 20 April 2022 10:00,Category,Currency
19134, 12 April 2022 15:13,Category,Currency
19135, 10 April 2022 18:35,Category,Currency
19136, 5 April 2022 19:52,Category,Currency
19137, 30 March 2022 22:31,Category,Currency
19138, 26 March 2022 23:03,Category,Currency
19139, 25 March 2022 11:20,Category,Currency
19140, 25 March 2022 01:34,Category,Currency
19141, 24 March 2022 03:37,Category,Currency
19142, 24 March 2022 00:44,Category,Currency
19143, 23 March 2022 06:51,Category,Currency
19144, 23 March 2022 06:51,Category,Currency
19145, 23 March 2022 05:00,Category,Currency
19146, 22 March 2022 14:26,Category,Currency
19147, 22 March 2022 14:25,Category,Currency
19148, 10 March 2022 09:49,Category,Currency
19149, 9 March 2022 16:43,Category,Currency
19150, 9 March 2022 16:24,Category,Currency
19151, 9 March 2022 16:23,Category,Currency
19152, 9 March 2022 11:44,Category,Currency
19153, 9 March 2022 11:35,Category,Currency
19154, 9 March 2022 11:27,Category,Currency
19155, 9 March 2022 10:17,Category,Currency
19156, 9 March 2022 09:49,Category,Currency
19157, 9 March 2022 09:43,Category,Currency
19158, 9 March 2022 09:07,Category,Currency
19159, 9 March 2022 08:33,Category,Currency
19160, 7 March 2022 15:09,Category,Currency
19161, 7 March 2022 15:09,Category,Currency
19162, 7 March 2022 15:09,Category,Currency
19163, 7 March 2022 15:08,Category,Currency
19164, 7 March 2022 15:08,Category,Currency
19165, 7 March 2022 15:07,Category,Currency
19166, 7 March 2022 15:06,Category,Currency
19167, 7 March 2022 15:06,Category,Currency
19168, 1 March 2022 02:58,Category,Currency
19169, 1 March 2022 02:56,Category,Currency
19170, 1 March 2022 02:55,Category,Currency
19171, 1 March 2022 02:54,Category,Currency
19172, 1 March 2022 02:09,Category,Currency
19173, 28 February 2022 23:43,Category,Currency
19174, 28 February 2022 23:42,Category,Currency
19175, 28 February 2022 23:38,Category,Currency
19176, 28 February 2022 01:49,Category,Currency
19177, 24 February 2022 12:24,Category,Currency
19178, 22 February 2022 20:07,Category,Currency
19179, 20 February 2022 05:15,Category,Currency
19180, 19 February 2022 12:35,Category,Currency
19181, 19 February 2022 01:38,Category,Currency
19182, 16 February 2022 19:11,Category,Currency
19183, 15 February 2022 22:24,Category,Currency
19184, 15 February 2022 21:47,Category,Currency
19185, 14 February 2022 00:11,Category,Currency
19186, 12 February 2022 01:53,Category,Currency
19187, 31 January 2022 14:33,Category,Currency
19188, 29 January 2022 23:53,Category,Currency
19189, 29 January 2022 23:27,Category,Currency
19190, 26 January 2022 22:22,Category,Currency
19191, 22 January 2022 13:22,Category,Currency
19192, 19 January 2022 03:59,Category,Currency
19193, 18 January 2022 17:33,Category,Currency
19194, 17 January 2022 16:00,Category,Currency
19195, 14 January 2022 03:59,Category,Currency
19196, 10 January 2022 16:49,Category,Currency
19197, 10 January 2022 14:06,Category,Currency
19198, 5 January 2022 20:32,Category,Currency
19199, 4 January 2022 16:50,Category,Currency
19200, 4 January 2022 16:49,Category,Currency
19201, 2 January 2022 21:49,Category,Currency
19202, 29 December 2021 04:37,Category,Currency
19203, 17 December 2021 10:54,Category,Currency
19204, 17 December 2021 00:33,Category,Currency
19205, 7 December 2021 20:17,Category,Currency
19206, 7 December 2021 19:56,Category,Currency
19207, 7 December 2021 19:53,Category,Currency
19208, 7 December 2021 19:52,Category,Currency
19209, 7 December 2021 19:52,Category,Currency
19210, 7 December 2021 10:06,Category,Currency
19211, 7 December 2021 07:26,Category,Currency
19212, 6 December 2021 20:14,Category,Currency
19213, 6 December 2021 20:06,Category,Currency
19214, 24 November 2021 11:44,Category,Currency
19215, 24 November 2021 11:38,Category,Currency
19216, 24 November 2021 11:20,Category,Currency
19217, 24 November 2021 10:48,Category,Currency
19218, 23 November 2021 09:51,Category,Currency
19219, 23 November 2021 09:51,Category,Currency
19220, 17 November 2021 12:59,Category,Currency
19221, 17 November 2021 10:57,Category,Currency
19222, 10 November 2021 14:53,Category,Currency
19223, 20 October 2021 14:56,Category,Currency
19224, 20 October 2021 14:56,Category,Currency
19225, 6 October 2021 13:49,Category,Currency
19226, 4 October 2021 14:44,Category,Currency
19227, 2 October 2021 12:31,Category,Currency
19228, 19 September 2021 23:09,Category,Currency
19229, 13 September 2021 18:48,Category,Currency
19230, 30 August 2021 09:09,Category,Currency
19231, 30 August 2021 09:07,Category,Currency
19232, 25 August 2021 18:56,Category,Currency
19233, 25 August 2021 18:55,Category,Currency
19234, 25 August 2021 18:51,Category,Currency
19235, 25 August 2021 18:50,Category,Currency
19236, 23 August 2021 16:30,Category,Currency
19237, 23 August 2021 16:18,Category,Currency
19238, 22 August 2021 10:35,Category,Currency
19239, 21 August 2021 00:48,Category,Currency
19240, 19 August 2021 07:22,Category,Currency
19241, 19 August 2021 07:22,Category,Currency
19242, 19 August 2021 07:21,Category,Currency
19243, 19 August 2021 07:21,Category,Currency
19244, 8 August 2021 05:40,Category,Currency
19245, 4 August 2021 16:08,Category,Currency
19246, 29 July 2021 21:26,Category,Currency
19247, 8 July 2021 14:06,Category,Currency
19248, 8 July 2021 14:06,Category,Currency
19249, 6 July 2021 11:58,Category,Currency
19250, 4 July 2021 21:07,Category,Currency
19251, 2 July 2021 18:38,Category,Currency
19252, 28 June 2021 11:18,Category,Currency
19253, 25 June 2021 04:32,Category,Currency
19254, 17 June 2021 17:05,Category,Currency
19255, 17 June 2021 15:36,Category,Currency
19256, 17 June 2021 14:48,Category,Currency
19257, 3 June 2021 11:03,Category,Currency
19258, 3 June 2021 11:03,Category,Currency
19259, 26 May 2021 10:01,Category,Currency
19260, 21 May 2021 10:56,Category,Currency
19261, 18 May 2021 14:49,Category,Currency
19262, 18 May 2021 13:58,Category,Currency
19263, 16 May 2021 15:47,Category,Currency
19264, 8 May 2021 00:55,Category,Currency
19265, 7 May 2021 18:20,Category,Currency
19266, 6 May 2021 09:27,Category,Currency
19267, 6 May 2021 07:51,Category,Currency
19268, 5 May 2021 16:52,Category,Currency
19269, 3 May 2021 02:18,Category,Currency
19270, 29 April 2021 12:12,Category,Currency
19271, 28 April 2021 19:20,Category,Currency
19272, 28 April 2021 19:19,Category,Currency
19273, 28 April 2021 19:16,Category,Currency
19274, 28 April 2021 13:48,Category,Currency
