,Page,Category,Date,Size,Abs Edit Size
4041,The Wall Street Crash,Event, 6 October 2022 07:46,40492,0
4042,The Wall Street Crash,Event, 6 October 2022 07:45,40492,1
4043,The Wall Street Crash,Event, 5 October 2022 11:12,40491,26
4044,The Wall Street Crash,Event, 4 October 2022 13:35,40465,37
4045,The Wall Street Crash,Event, 4 October 2022 05:38,40502,1
4046,The Wall Street Crash,Event, 3 October 2022 02:06,40501,37
4047,The Wall Street Crash,Event, 30 September 2022 11:52,40464,"29,790"
4048,The Wall Street Crash,Event, 30 September 2022 11:52,10674,"29,787"
4049,The Wall Street Crash,Event, 30 September 2022 11:50,40461,3
4050,The Wall Street Crash,Event, 25 September 2022 09:36,40464,1
4051,The Wall Street Crash,Event, 25 September 2022 09:36,40465,1
4052,The Wall Street Crash,Event, 19 September 2022 10:22,40464,0
4053,The Wall Street Crash,Event, 16 September 2022 23:27,40464,1
4054,The Wall Street Crash,Event, 14 September 2022 11:57,40465,0
4055,The Wall Street Crash,Event, 14 September 2022 11:30,40465,20
4056,The Wall Street Crash,Event, 9 September 2022 20:36,40445,15
4057,The Wall Street Crash,Event, 6 September 2022 12:40,40430,14
4058,The Wall Street Crash,Event, 6 September 2022 12:39,40444,14
4059,The Wall Street Crash,Event, 6 September 2022 12:35,40430,5
4060,The Wall Street Crash,Event, 6 September 2022 12:35,40435,5
4061,The Wall Street Crash,Event, 26 August 2022 08:42,40430,426
4062,The Wall Street Crash,Event, 26 August 2022 08:40,40004,426
4063,The Wall Street Crash,Event, 26 August 2022 08:40,40430,35
4064,The Wall Street Crash,Event, 26 August 2022 08:39,40465,28
4065,The Wall Street Crash,Event, 26 August 2022 08:35,40437,7
4066,The Wall Street Crash,Event, 17 August 2022 18:56,40430,0
4067,The Wall Street Crash,Event, 17 August 2022 12:56,40430,3
4068,The Wall Street Crash,Event, 1 July 2022 05:07,40427,35
4069,The Wall Street Crash,Event, 14 June 2022 16:20,40392,86
4070,The Wall Street Crash,Event, 14 June 2022 16:20,40478,86
4071,The Wall Street Crash,Event, 14 June 2022 16:19,40392,33
4072,The Wall Street Crash,Event, 14 June 2022 16:18,40425,33
4073,The Wall Street Crash,Event, 2 June 2022 23:57,40392,0
4074,The Wall Street Crash,Event, 23 May 2022 09:04,40392,0
4075,The Wall Street Crash,Event, 23 May 2022 09:03,40392,4
4076,The Wall Street Crash,Event, 15 May 2022 23:10,40396,17
4077,The Wall Street Crash,Event, 27 April 2022 14:48,40379,0
4078,The Wall Street Crash,Event, 26 April 2022 22:11,40379,270
4079,The Wall Street Crash,Event, 26 April 2022 21:24,40109,1
4080,The Wall Street Crash,Event, 26 April 2022 21:24,40108,2
4081,The Wall Street Crash,Event, 26 April 2022 21:23,40110,269
4082,The Wall Street Crash,Event, 26 April 2022 02:32,40379,1
4083,The Wall Street Crash,Event, 26 April 2022 02:32,40380,1
4084,The Wall Street Crash,Event, 19 April 2022 01:50,40379,51
4085,The Wall Street Crash,Event, 13 April 2022 18:24,40328,1
4086,The Wall Street Crash,Event, 13 April 2022 13:11,40327,6
4087,The Wall Street Crash,Event, 13 April 2022 13:11,40333,6
4088,The Wall Street Crash,Event, 12 April 2022 15:18,40327,20
4089,The Wall Street Crash,Event, 12 April 2022 15:18,40307,5
4090,The Wall Street Crash,Event, 12 April 2022 15:17,40312,15
4091,The Wall Street Crash,Event, 28 March 2022 16:09,40327,"8,234"
4092,The Wall Street Crash,Event, 28 March 2022 16:09,32093,"8,234"
4093,The Wall Street Crash,Event, 25 March 2022 14:18,40327,11
4094,The Wall Street Crash,Event, 25 March 2022 14:18,40338,11
4095,The Wall Street Crash,Event, 25 March 2022 07:34,40327,0
4096,The Wall Street Crash,Event, 23 March 2022 00:31,40327,3
4097,The Wall Street Crash,Event, 15 March 2022 16:59,40324,2
4098,The Wall Street Crash,Event, 15 March 2022 16:53,40326,12
4099,The Wall Street Crash,Event, 10 March 2022 01:37,40314,12
4100,The Wall Street Crash,Event, 2 March 2022 11:08,40326,10
4101,The Wall Street Crash,Event, 2 March 2022 11:07,40316,10
4102,The Wall Street Crash,Event, 24 February 2022 16:08,40326,21
4103,The Wall Street Crash,Event, 24 February 2022 15:58,40305,21
4104,The Wall Street Crash,Event, 22 February 2022 23:59,40326,12
4105,The Wall Street Crash,Event, 22 February 2022 23:59,40338,12
4106,The Wall Street Crash,Event, 13 February 2022 15:42,40326,1
4107,The Wall Street Crash,Event, 13 February 2022 11:06,40327,1
4108,The Wall Street Crash,Event, 12 February 2022 12:20,40326,589
4109,The Wall Street Crash,Event, 9 February 2022 14:47,39737,1
4110,The Wall Street Crash,Event, 9 February 2022 14:46,39736,1
4111,The Wall Street Crash,Event, 21 January 2022 04:09,39737,106
4112,The Wall Street Crash,Event, 12 January 2022 01:46,39631,16
4113,The Wall Street Crash,Event, 12 January 2022 01:44,39647,16
4114,The Wall Street Crash,Event, 5 January 2022 09:21,39631,8
4115,The Wall Street Crash,Event, 5 January 2022 09:20,39639,8
4116,The Wall Street Crash,Event, 10 December 2021 15:11,39631,66
4117,The Wall Street Crash,Event, 10 December 2021 15:11,39697,66
4118,The Wall Street Crash,Event, 6 December 2021 22:05,39631,0
4119,The Wall Street Crash,Event, 6 December 2021 11:43,39631,29
4120,The Wall Street Crash,Event, 6 December 2021 11:42,39660,29
4121,The Wall Street Crash,Event, 2 December 2021 22:56,39631,10
4122,The Wall Street Crash,Event, 2 December 2021 22:56,39641,10
4123,The Wall Street Crash,Event, 2 December 2021 22:53,39631,0
4124,The Wall Street Crash,Event, 22 November 2021 13:54,39631,1
4125,The Wall Street Crash,Event, 22 November 2021 13:52,39630,1
4126,The Wall Street Crash,Event, 24 October 2021 13:52,39629,528
4127,The Wall Street Crash,Event, 19 October 2021 04:38,40157,18
4128,The Wall Street Crash,Event, 19 October 2021 04:17,40139,15
4129,The Wall Street Crash,Event, 19 October 2021 04:14,40154,12
4130,The Wall Street Crash,Event, 19 October 2021 04:10,40166,2
4131,The Wall Street Crash,Event, 19 October 2021 04:04,40164,8
4132,The Wall Street Crash,Event, 19 October 2021 04:01,40172,2
4133,The Wall Street Crash,Event, 15 October 2021 01:35,40170,4
4134,The Wall Street Crash,Event, 15 October 2021 01:34,40166,1
4135,The Wall Street Crash,Event, 15 October 2021 01:34,40165,1
4136,The Wall Street Crash,Event, 10 October 2021 01:54,40166,1
4137,The Wall Street Crash,Event, 5 October 2021 01:54,40167,15
4138,The Wall Street Crash,Event, 5 October 2021 01:51,40182,15
4139,The Wall Street Crash,Event, 2 October 2021 20:57,40167,69
4140,The Wall Street Crash,Event, 28 September 2021 23:46,40236,4
4141,The Wall Street Crash,Event, 28 September 2021 23:01,40232,4
4142,The Wall Street Crash,Event, 21 September 2021 06:39,40236,240
4143,The Wall Street Crash,Event, 21 September 2021 06:38,39996,240
4144,The Wall Street Crash,Event, 8 September 2021 21:49,40236,70
4145,The Wall Street Crash,Event, 2 September 2021 08:13,40166,9
4146,The Wall Street Crash,Event, 1 September 2021 17:03,40157,25
4147,The Wall Street Crash,Event, 25 July 2021 04:50,40182,2
4148,The Wall Street Crash,Event, 25 July 2021 04:50,40184,2
4149,The Wall Street Crash,Event, 11 July 2021 19:48,40182,59
4150,The Wall Street Crash,Event, 10 July 2021 10:26,40241,59
4151,The Wall Street Crash,Event, 5 June 2021 14:45,40182,16
4152,The Wall Street Crash,Event, 4 June 2021 07:00,40198,16
4153,The Wall Street Crash,Event, 27 May 2021 20:20,40182,88
4154,The Wall Street Crash,Event, 22 May 2021 10:23,40094,0
4155,The Wall Street Crash,Event, 6 May 2021 21:45,40094,7
4156,The Wall Street Crash,Event, 6 May 2021 21:41,40101,6
4157,The Wall Street Crash,Event, 6 May 2021 21:36,40095,7
4158,The Wall Street Crash,Event, 6 May 2021 21:33,40088,28
4159,The Wall Street Crash,Event, 6 May 2021 21:02,40060,14
4160,The Wall Street Crash,Event, 3 May 2021 20:21,40074,0
4161,The Wall Street Crash,Event, 26 April 2021 22:53,40074,225
4162,The Wall Street Crash,Event, 26 April 2021 22:48,40299,225
4163,The Wall Street Crash,Event, 26 April 2021 22:47,40074,225
4164,The Wall Street Crash,Event, 26 April 2021 22:47,40299,225
4165,The Wall Street Crash,Event, 26 April 2021 18:15,40074,524
4166,The Wall Street Crash,Event, 22 April 2021 11:20,39550,2
4167,The Wall Street Crash,Event, 22 April 2021 09:44,39552,2
4168,The Wall Street Crash,Event, 21 April 2021 06:23,39550,1
4169,The Wall Street Crash,Event, 21 April 2021 06:23,39549,1
4170,The Wall Street Crash,Event, 21 April 2021 06:22,39550,1
4171,The Wall Street Crash,Event, 21 April 2021 06:21,39549,1
4172,The Wall Street Crash,Event, 20 April 2021 03:06,39550,0
4173,The Wall Street Crash,Event, 17 April 2021 20:10,39550,0
4174,The Wall Street Crash,Event, 11 April 2021 03:18,39550,4
4175,The Wall Street Crash,Event, 7 April 2021 23:05,39554,"1,557"
4176,The Wall Street Crash,Event, 7 April 2021 23:04,37997,"1,557"
4177,The Wall Street Crash,Event, 7 April 2021 23:04,39554,"2,337"
4178,The Wall Street Crash,Event, 7 April 2021 23:04,37217,3
4179,The Wall Street Crash,Event, 7 April 2021 23:02,37220,"2,334"
4180,The Wall Street Crash,Event, 25 March 2021 23:12,39554,6
4181,The Wall Street Crash,Event, 24 March 2021 18:19,39548,2
4182,The Wall Street Crash,Event, 24 March 2021 18:19,39546,2
4183,The Wall Street Crash,Event, 24 March 2021 17:04,39548,6
4184,The Wall Street Crash,Event, 24 March 2021 17:04,39542,14
4185,The Wall Street Crash,Event, 23 March 2021 18:21,39528,10
4186,The Wall Street Crash,Event, 23 March 2021 18:18,39538,10
4187,The Wall Street Crash,Event, 23 March 2021 18:17,39528,0
4188,The Wall Street Crash,Event, 23 March 2021 18:17,39528,1
4189,The Wall Street Crash,Event, 23 March 2021 18:16,39529,1
4190,The Wall Street Crash,Event, 22 March 2021 06:02,39528,6
4191,The Wall Street Crash,Event, 22 March 2021 06:00,39522,13
4192,The Wall Street Crash,Event, 9 March 2021 06:20,39509,1
4193,The Wall Street Crash,Event, 8 March 2021 16:58,39510,1
4194,The Wall Street Crash,Event, 5 March 2021 17:02,39509,15
4195,The Wall Street Crash,Event, 5 March 2021 16:52,39524,15
4196,The Wall Street Crash,Event, 4 March 2021 15:06,39509,3
4197,The Wall Street Crash,Event, 3 March 2021 09:35,39512,2
4198,The Wall Street Crash,Event, 1 March 2021 02:25,39510,1
4199,The Wall Street Crash,Event, 1 March 2021 02:23,39509,1
4200,The Wall Street Crash,Event, 17 February 2021 09:19,39510,1
4201,The Wall Street Crash,Event, 17 February 2021 09:18,39509,2
4202,The Wall Street Crash,Event, 17 February 2021 09:16,39507,3
4203,The Wall Street Crash,Event, 16 February 2021 18:23,39510,1
4204,The Wall Street Crash,Event, 14 February 2021 18:25,39509,14
4205,The Wall Street Crash,Event, 5 February 2021 11:51,39495,0
4206,The Wall Street Crash,Event, 4 February 2021 16:00,39495,6
4207,The Wall Street Crash,Event, 2 February 2021 14:57,39501,3
4208,The Wall Street Crash,Event, 31 January 2021 17:16,39498,348
4209,The Wall Street Crash,Event, 26 January 2021 15:45,39846,378
4210,The Wall Street Crash,Event, 26 January 2021 15:44,39468,378
4211,The Wall Street Crash,Event, 18 January 2021 12:21,39846,46
4212,The Wall Street Crash,Event, 18 January 2021 10:31,39892,10
4213,The Wall Street Crash,Event, 18 January 2021 10:30,39882,10
4214,The Wall Street Crash,Event, 18 January 2021 10:29,39892,13
4215,The Wall Street Crash,Event, 18 January 2021 10:28,39879,0
4216,The Wall Street Crash,Event, 8 January 2021 10:23,39879,16
4217,The Wall Street Crash,Event, 7 January 2021 16:08,39863,65
4218,The Wall Street Crash,Event, 7 January 2021 15:14,39928,65
4219,The Wall Street Crash,Event, 7 January 2021 15:07,39863,208
4220,The Wall Street Crash,Event, 4 January 2021 09:54,39655,21
4221,The Wall Street Crash,Event, 24 December 2020 09:20,39634,1
4222,The Wall Street Crash,Event, 24 December 2020 07:47,39635,0
4223,The Wall Street Crash,Event, 21 December 2020 19:40,39635,1
4224,The Wall Street Crash,Event, 15 December 2020 20:22,39634,18
4225,The Wall Street Crash,Event, 15 December 2020 20:21,39652,18
4226,The Wall Street Crash,Event, 15 December 2020 20:14,39634,12
4227,The Wall Street Crash,Event, 15 December 2020 20:14,39646,12
4228,The Wall Street Crash,Event, 15 December 2020 20:12,39634,12
4229,The Wall Street Crash,Event, 15 December 2020 20:11,39646,12
4230,The Wall Street Crash,Event, 9 December 2020 22:01,39634,14
4231,The Wall Street Crash,Event, 9 December 2020 22:00,39648,14
4232,The Wall Street Crash,Event, 9 December 2020 21:59,39634,14
4233,The Wall Street Crash,Event, 9 December 2020 21:58,39648,14
4234,The Wall Street Crash,Event, 9 December 2020 21:56,39634,14
4235,The Wall Street Crash,Event, 9 December 2020 21:55,39648,14
4236,The Wall Street Crash,Event, 29 November 2020 22:19,39634,45
4237,The Wall Street Crash,Event, 28 November 2020 16:25,39679,6
4238,The Wall Street Crash,Event, 28 November 2020 04:49,39673,681
4239,The Wall Street Crash,Event, 28 November 2020 04:30,38992,780
4240,The Wall Street Crash,Event, 28 November 2020 04:27,39772,780
4241,The Wall Street Crash,Event, 23 November 2020 03:41,38992,189
4242,The Wall Street Crash,Event, 23 November 2020 03:33,38803,170
4243,The Wall Street Crash,Event, 23 November 2020 03:30,38633,201
4244,The Wall Street Crash,Event, 23 November 2020 03:14,38432,865
4245,The Wall Street Crash,Event, 19 November 2020 00:33,37567,439
4246,The Wall Street Crash,Event, 4 November 2020 02:56,38006,4
4247,The Wall Street Crash,Event, 4 November 2020 02:15,38010,4
4248,The Wall Street Crash,Event, 3 November 2020 11:05,38006,252
4249,The Wall Street Crash,Event, 3 November 2020 02:17,37754,252
4250,The Wall Street Crash,Event, 2 November 2020 17:48,38006,15
4251,The Wall Street Crash,Event, 2 November 2020 17:47,38021,15
4252,The Wall Street Crash,Event, 2 November 2020 01:41,38006,6
4253,The Wall Street Crash,Event, 2 November 2020 01:40,38000,6
4254,The Wall Street Crash,Event, 29 October 2020 06:29,38006,45
4255,The Wall Street Crash,Event, 27 October 2020 18:11,38051,4
4256,The Wall Street Crash,Event, 27 October 2020 18:11,38047,4
4257,The Wall Street Crash,Event, 27 October 2020 18:10,38051,4
4258,The Wall Street Crash,Event, 27 October 2020 09:28,38047,72
4259,The Wall Street Crash,Event, 27 October 2020 09:08,37975,6
4260,The Wall Street Crash,Event, 27 October 2020 09:07,37969,6
4261,The Wall Street Crash,Event, 27 October 2020 09:06,37963,18
4262,The Wall Street Crash,Event, 27 October 2020 01:11,37945,159
4263,The Wall Street Crash,Event, 27 October 2020 01:11,38104,159
4264,The Wall Street Crash,Event, 2 October 2020 10:43,37945,"5,052"
4265,The Wall Street Crash,Event, 2 October 2020 10:42,32893,"5,052"
4266,The Wall Street Crash,Event, 29 September 2020 05:05,37945,195
4267,The Wall Street Crash,Event, 29 September 2020 05:03,37750,195
4268,The Wall Street Crash,Event, 21 September 2020 17:04,37945,"3,742"
4269,The Wall Street Crash,Event, 21 September 2020 17:03,41687,"3,742"
4270,The Wall Street Crash,Event, 21 September 2020 17:00,37945,2
4271,The Wall Street Crash,Event, 21 September 2020 16:59,37943,2
4272,The Wall Street Crash,Event, 13 September 2020 12:38,37945,1
4273,The Wall Street Crash,Event, 24 August 2020 18:29,37944,25
4274,The Wall Street Crash,Event, 30 July 2020 19:31,37969,220
4275,The Wall Street Crash,Event, 30 July 2020 19:31,37749,220
4276,The Wall Street Crash,Event, 28 July 2020 18:02,37969,0
4277,The Wall Street Crash,Event, 24 July 2020 17:32,37969,233
4278,The Wall Street Crash,Event, 23 July 2020 18:27,38202,284
4279,The Wall Street Crash,Event, 23 July 2020 18:25,37918,233
4280,The Wall Street Crash,Event, 23 July 2020 18:23,37685,290
4281,The Wall Street Crash,Event, 22 July 2020 17:14,37395,70
4282,The Wall Street Crash,Event, 22 July 2020 17:13,37465,173
4283,The Wall Street Crash,Event, 13 July 2020 18:37,37292,0
4284,The Wall Street Crash,Event, 3 July 2020 14:20,37292,27
4285,The Wall Street Crash,Event, 3 July 2020 14:17,37319,3
4286,The Wall Street Crash,Event, 12 June 2020 12:46,37322,164
4287,The Wall Street Crash,Event, 12 June 2020 11:28,37486,164
4288,The Wall Street Crash,Event, 3 June 2020 00:55,37322,13
4289,The Wall Street Crash,Event, 29 May 2020 03:38,37335,12
4290,The Wall Street Crash,Event, 29 May 2020 03:37,37323,12
4291,The Wall Street Crash,Event, 29 May 2020 03:36,37335,21
4292,The Wall Street Crash,Event, 15 May 2020 10:00,37314,6
4293,The Wall Street Crash,Event, 10 May 2020 03:40,37308,38
4294,The Wall Street Crash,Event, 10 May 2020 03:40,37346,242
4295,The Wall Street Crash,Event, 9 May 2020 22:19,37104,97
4296,The Wall Street Crash,Event, 22 April 2020 16:18,37007,9
4297,The Wall Street Crash,Event, 19 April 2020 12:02,36998,23
4298,The Wall Street Crash,Event, 3 April 2020 16:56,37021,27
4299,The Wall Street Crash,Event, 1 April 2020 09:09,36994,0
4300,The Wall Street Crash,Event, 1 April 2020 09:07,36994,13
4301,The Wall Street Crash,Event, 1 April 2020 09:05,36981,13
4302,The Wall Street Crash,Event, 26 March 2020 18:56,36994,26
4303,The Wall Street Crash,Event, 26 March 2020 18:55,37020,26
4304,The Wall Street Crash,Event, 26 March 2020 04:21,36994,8
4305,The Wall Street Crash,Event, 18 March 2020 10:41,36986,68
4306,The Wall Street Crash,Event, 18 March 2020 05:17,37054,54
4307,The Wall Street Crash,Event, 17 March 2020 06:08,37000,28
4308,The Wall Street Crash,Event, 17 March 2020 04:04,36972,23
4309,The Wall Street Crash,Event, 17 March 2020 03:03,36995,131
4310,The Wall Street Crash,Event, 17 March 2020 02:52,36864,7
4311,The Wall Street Crash,Event, 16 March 2020 20:30,36857,99
4312,The Wall Street Crash,Event, 16 March 2020 19:29,36758,68
4313,The Wall Street Crash,Event, 15 March 2020 15:18,36690,13
4314,The Wall Street Crash,Event, 15 March 2020 15:17,36703,13
4315,The Wall Street Crash,Event, 13 March 2020 19:00,36690,27
4316,The Wall Street Crash,Event, 13 March 2020 18:50,36717,4
4317,The Wall Street Crash,Event, 11 March 2020 03:07,36713,4
4318,The Wall Street Crash,Event, 9 March 2020 19:24,36717,1
4319,The Wall Street Crash,Event, 8 March 2020 23:22,36718,3
4320,The Wall Street Crash,Event, 8 March 2020 23:16,36715,341
4321,The Wall Street Crash,Event, 8 March 2020 23:09,36374,17
4322,The Wall Street Crash,Event, 4 March 2020 12:55,36391,125
4323,The Wall Street Crash,Event, 22 February 2020 20:25,36266,0
4324,The Wall Street Crash,Event, 13 February 2020 22:35,36266,27
4325,The Wall Street Crash,Event, 13 February 2020 17:08,36239,0
4326,The Wall Street Crash,Event, 13 February 2020 14:40,36239,45
4327,The Wall Street Crash,Event, 13 February 2020 14:38,36284,45
4328,The Wall Street Crash,Event, 13 February 2020 14:38,36239,158
4329,The Wall Street Crash,Event, 13 February 2020 14:37,36397,81
4330,The Wall Street Crash,Event, 13 February 2020 14:36,36316,53
4331,The Wall Street Crash,Event, 13 February 2020 14:33,36263,24
4332,The Wall Street Crash,Event, 13 February 2020 05:05,36239,167
4333,The Wall Street Crash,Event, 13 February 2020 04:47,36072,23
4334,The Wall Street Crash,Event, 11 February 2020 23:14,36095,15
4335,The Wall Street Crash,Event, 6 February 2020 19:39,36110,"4,010"
4336,The Wall Street Crash,Event, 6 February 2020 19:39,32100,"4,010"
4337,The Wall Street Crash,Event, 5 February 2020 05:35,36110,1
4338,The Wall Street Crash,Event, 5 February 2020 05:35,36109,2
4339,The Wall Street Crash,Event, 5 February 2020 03:49,36107,23
4340,The Wall Street Crash,Event, 5 February 2020 03:31,36084,2
4341,The Wall Street Crash,Event, 5 February 2020 03:30,36086,1
4342,The Wall Street Crash,Event, 4 February 2020 05:16,36087,11
4343,The Wall Street Crash,Event, 2 February 2020 21:47,36098,19
4344,The Wall Street Crash,Event, 2 February 2020 21:14,36079,21
4345,The Wall Street Crash,Event, 2 February 2020 20:52,36100,2
4346,The Wall Street Crash,Event, 28 January 2020 21:03,36098,549
4347,The Wall Street Crash,Event, 28 January 2020 21:01,36647,8
4348,The Wall Street Crash,Event, 28 January 2020 21:00,36655,557
4349,The Wall Street Crash,Event, 26 January 2020 15:52,36098,17
4350,The Wall Street Crash,Event, 23 January 2020 13:07,36115,17
4351,The Wall Street Crash,Event, 23 January 2020 12:02,36098,17
4352,The Wall Street Crash,Event, 17 January 2020 18:47,36115,6
4353,The Wall Street Crash,Event, 17 January 2020 18:41,36121,6
4354,The Wall Street Crash,Event, 16 January 2020 11:46,36115,0
4355,The Wall Street Crash,Event, 16 January 2020 11:45,36115,34
4356,The Wall Street Crash,Event, 16 January 2020 00:57,36081,15
4357,The Wall Street Crash,Event, 16 January 2020 00:28,36096,15
4358,The Wall Street Crash,Event, 15 January 2020 16:05,36081,1
4359,The Wall Street Crash,Event, 15 January 2020 15:19,36082,1
4360,The Wall Street Crash,Event, 14 January 2020 17:57,36081,6
4361,The Wall Street Crash,Event, 14 January 2020 17:55,36087,36
4362,The Wall Street Crash,Event, 14 January 2020 17:53,36123,36
4363,The Wall Street Crash,Event, 11 January 2020 01:41,36159,27
4364,The Wall Street Crash,Event, 8 January 2020 17:55,36186,27
4365,The Wall Street Crash,Event, 8 January 2020 17:55,36159,0
4366,The Wall Street Crash,Event, 8 January 2020 17:55,36159,210
4367,The Wall Street Crash,Event, 8 January 2020 16:30,35949,210
4368,The Wall Street Crash,Event, 8 January 2020 04:05,36159,66
4369,The Wall Street Crash,Event, 8 January 2020 04:04,36225,66
4370,The Wall Street Crash,Event, 8 January 2020 04:03,36159,"8,079"
4371,The Wall Street Crash,Event, 8 January 2020 04:02,28080,"8,079"
4372,The Wall Street Crash,Event, 8 January 2020 03:54,36159,"1,204"
4373,The Wall Street Crash,Event, 8 January 2020 03:54,34955,9
4374,The Wall Street Crash,Event, 8 January 2020 03:52,34946,"1,213"
4375,The Wall Street Crash,Event, 3 January 2020 01:40,36159,2
4376,The Wall Street Crash,Event, 3 January 2020 01:40,36157,0
4377,The Wall Street Crash,Event, 3 January 2020 00:58,36157,16
4378,The Wall Street Crash,Event, 21 December 2019 19:12,36141,77
4379,The Wall Street Crash,Event, 21 December 2019 18:56,36218,77
4380,The Wall Street Crash,Event, 17 December 2019 15:28,36141,120
4381,The Wall Street Crash,Event, 10 December 2019 10:42,36021,1
4382,The Wall Street Crash,Event, 10 December 2019 10:41,36022,1
4383,The Wall Street Crash,Event, 6 December 2019 10:17,36021,113
4384,The Wall Street Crash,Event, 6 December 2019 10:16,35908,100
4385,The Wall Street Crash,Event, 6 December 2019 10:14,36008,13
4386,The Wall Street Crash,Event, 28 November 2019 00:40,36021,1
4387,The Wall Street Crash,Event, 24 November 2019 11:14,36020,14
4388,The Wall Street Crash,Event, 20 November 2019 11:49,36034,0
4389,The Wall Street Crash,Event, 19 November 2019 03:06,36034,76
4390,The Wall Street Crash,Event, 18 November 2019 22:49,35958,468
4391,The Wall Street Crash,Event, 18 November 2019 22:16,36426,231
4392,The Wall Street Crash,Event, 18 November 2019 17:15,36657,8
4393,The Wall Street Crash,Event, 18 November 2019 17:13,36665,249
4394,The Wall Street Crash,Event, 18 November 2019 16:42,36914,88
4395,The Wall Street Crash,Event, 6 November 2019 22:34,37002,852
4396,The Wall Street Crash,Event, 6 November 2019 22:30,36150,"2,355"
4397,The Wall Street Crash,Event, 6 November 2019 21:55,33795,"2,355"
4398,The Wall Street Crash,Event, 6 November 2019 21:55,36150,852
4399,The Wall Street Crash,Event, 4 November 2019 00:02,37002,7
4400,The Wall Street Crash,Event, 30 October 2019 03:41,36995,424
4401,The Wall Street Crash,Event, 30 October 2019 03:40,36571,424
4402,The Wall Street Crash,Event, 30 October 2019 02:27,36995,309
4403,The Wall Street Crash,Event, 30 October 2019 02:26,36686,309
4404,The Wall Street Crash,Event, 29 October 2019 16:47,36995,313
4405,The Wall Street Crash,Event, 29 October 2019 16:44,36682,313
4406,The Wall Street Crash,Event, 26 October 2019 03:01,36995,90
4407,The Wall Street Crash,Event, 26 October 2019 02:41,36905,6
4408,The Wall Street Crash,Event, 26 October 2019 02:40,36899,5
4409,The Wall Street Crash,Event, 26 October 2019 02:40,36894,6
4410,The Wall Street Crash,Event, 26 October 2019 02:39,36888,12
4411,The Wall Street Crash,Event, 25 October 2019 18:49,36876,21
4412,The Wall Street Crash,Event, 11 October 2019 14:37,36897,58
4413,The Wall Street Crash,Event, 11 October 2019 14:21,36955,58
4414,The Wall Street Crash,Event, 6 October 2019 14:37,36897,15
4415,The Wall Street Crash,Event, 6 October 2019 13:45,36882,5
4416,The Wall Street Crash,Event, 27 September 2019 08:30,36877,18
4417,The Wall Street Crash,Event, 26 September 2019 20:30,36895,49
4418,The Wall Street Crash,Event, 26 September 2019 03:55,36846,3
4419,The Wall Street Crash,Event, 22 September 2019 15:19,36843,2
4420,The Wall Street Crash,Event, 19 September 2019 02:59,36845,10
4421,The Wall Street Crash,Event, 10 September 2019 19:58,36835,3
4422,The Wall Street Crash,Event, 10 September 2019 19:57,36838,3
4423,The Wall Street Crash,Event, 8 September 2019 06:52,36835,29
4424,The Wall Street Crash,Event, 8 September 2019 06:11,36864,29
4425,The Wall Street Crash,Event, 6 September 2019 19:18,36835,10
4426,The Wall Street Crash,Event, 6 September 2019 19:18,36845,10
4427,The Wall Street Crash,Event, 6 September 2019 19:17,36835,5
4428,The Wall Street Crash,Event, 6 September 2019 19:16,36830,5
4429,The Wall Street Crash,Event, 4 September 2019 14:36,36835,0
4430,The Wall Street Crash,Event, 4 September 2019 14:32,36835,0
4431,The Wall Street Crash,Event, 4 September 2019 14:31,36835,0
4432,The Wall Street Crash,Event, 4 September 2019 14:31,36835,0
4433,The Wall Street Crash,Event, 4 September 2019 14:30,36835,1
4434,The Wall Street Crash,Event, 4 September 2019 14:30,36836,1
4435,The Wall Street Crash,Event, 4 September 2019 14:28,36835,0
4436,The Wall Street Crash,Event, 4 September 2019 14:28,36835,2
4437,The Wall Street Crash,Event, 4 September 2019 14:27,36833,2
4438,The Wall Street Crash,Event, 3 September 2019 06:57,36835,14
4439,The Wall Street Crash,Event, 3 September 2019 06:56,36849,14
4440,The Wall Street Crash,Event, 2 September 2019 20:48,36835,9
4441,The Wall Street Crash,Event, 2 September 2019 20:48,36844,9
4442,The Wall Street Crash,Event, 2 September 2019 00:45,36835,6
4443,The Wall Street Crash,Event, 12 August 2019 07:13,36841,191
4444,The Wall Street Crash,Event, 3 August 2019 03:01,36650,15
4445,The Wall Street Crash,Event, 28 July 2019 11:09,36665,163
4446,The Wall Street Crash,Event, 17 July 2019 14:45,36502,39
4447,The Wall Street Crash,Event, 4 July 2019 19:03,36541,22
4448,The Wall Street Crash,Event, 4 July 2019 19:03,36519,22
4449,The Wall Street Crash,Event, 4 July 2019 10:35,36541,2
4450,The Wall Street Crash,Event, 4 July 2019 10:33,36539,2
4451,The Wall Street Crash,Event, 27 June 2019 03:17,36541,3
4452,The Wall Street Crash,Event, 18 June 2019 08:55,36544,7
4453,The Wall Street Crash,Event, 1 June 2019 11:40,36551,58
4454,The Wall Street Crash,Event, 10 May 2019 15:16,36609,449
4455,The Wall Street Crash,Event, 7 May 2019 20:13,36160,15
4456,The Wall Street Crash,Event, 7 May 2019 20:10,36175,15
4457,The Wall Street Crash,Event, 4 May 2019 12:30,36160,20
4458,The Wall Street Crash,Event, 4 May 2019 12:22,36180,3
4459,The Wall Street Crash,Event, 4 May 2019 12:22,36183,3
4460,The Wall Street Crash,Event, 4 May 2019 12:20,36180,15
4461,The Wall Street Crash,Event, 4 May 2019 12:16,36165,5
