Census 2021 Super Data Zone Code,Census 2021 Super Data Zone Label,Economic Activity - 9 Categories Code,Economic Activity - 9 Categories Label,Count
N21000384,The_Glens_F,-8,No code required,692
N21000385,The_Glens_G,1,Economically active: Employee (including full-time students),714
N21000385,The_Glens_G,2,Economically active: Self-employed (including full-time students),192
N21000385,The_Glens_G,3,Economically active: Unemployed (including full-time students),30
N21000385,The_Glens_G,4,Economically inactive: Retired,398
N21000385,The_Glens_G,5,Economically inactive: Student,93
N21000385,The_Glens_G,6,Economically inactive: Looking after home or family,86
N21000385,The_Glens_G,7,Economically inactive: Long-term sick or disabled,94
N21000385,The_Glens_G,8,Economically inactive: Other,36
N21000385,The_Glens_G,-8,No code required,384
N21000386,Ballymoney_A,1,Economically active: Employee (including full-time students),955
N21000386,Ballymoney_A,2,Economically active: Self-employed (including full-time students),231
N21000386,Ballymoney_A,3,Economically active: Unemployed (including full-time students),44
N21000386,Ballymoney_A,4,Economically inactive: Retired,407
N21000386,Ballymoney_A,5,Economically inactive: Student,105
N21000386,Ballymoney_A,6,Economically inactive: Looking after home or family,117
N21000386,Ballymoney_A,7,Economically inactive: Long-term sick or disabled,148
N21000386,Ballymoney_A,8,Economically inactive: Other,52
N21000386,Ballymoney_A,-8,No code required,534
N21000387,Ballymoney_B,1,Economically active: Employee (including full-time students),931
N21000387,Ballymoney_B,2,Economically active: Self-employed (including full-time students),125
N21000387,Ballymoney_B,3,Economically active: Unemployed (including full-time students),50
N21000387,Ballymoney_B,4,Economically inactive: Retired,368
N21000387,Ballymoney_B,5,Economically inactive: Student,77
N21000387,Ballymoney_B,6,Economically inactive: Looking after home or family,108
N21000387,Ballymoney_B,7,Economically inactive: Long-term sick or disabled,164
N21000387,Ballymoney_B,8,Economically inactive: Other,61
N21000387,Ballymoney_B,-8,No code required,491
N21000388,Ballymoney_C,1,Economically active: Employee (including full-time students),770
N21000388,Ballymoney_C,2,Economically active: Self-employed (including full-time students),155
N21000388,Ballymoney_C,3,Economically active: Unemployed (including full-time students),37
N21000388,Ballymoney_C,4,Economically inactive: Retired,614
N21000388,Ballymoney_C,5,Economically inactive: Student,83
N21000388,Ballymoney_C,6,Economically inactive: Looking after home or family,75
N21000388,Ballymoney_C,7,Economically inactive: Long-term sick or disabled,97
N21000388,Ballymoney_C,8,Economically inactive: Other,34
N21000388,Ballymoney_C,-8,No code required,343
N21000389,Ballymoney_D,1,Economically active: Employee (including full-time students),568
N21000389,Ballymoney_D,2,Economically active: Self-employed (including full-time students),81
N21000389,Ballymoney_D,3,Economically active: Unemployed (including full-time students),54
N21000389,Ballymoney_D,4,Economically inactive: Retired,365
N21000389,Ballymoney_D,5,Economically inactive: Student,62
N21000389,Ballymoney_D,6,Economically inactive: Looking after home or family,109
N21000389,Ballymoney_D,7,Economically inactive: Long-term sick or disabled,248
N21000389,Ballymoney_D,8,Economically inactive: Other,96
N21000389,Ballymoney_D,-8,No code required,345
N21000390,Ballymoney_E,1,Economically active: Employee (including full-time students),757
N21000390,Ballymoney_E,2,Economically active: Self-employed (including full-time students),116
N21000390,Ballymoney_E,3,Economically active: Unemployed (including full-time students),56
N21000390,Ballymoney_E,4,Economically inactive: Retired,422
N21000390,Ballymoney_E,5,Economically inactive: Student,74
N21000390,Ballymoney_E,6,Economically inactive: Looking after home or family,105
N21000390,Ballymoney_E,7,Economically inactive: Long-term sick or disabled,221
N21000390,Ballymoney_E,8,Economically inactive: Other,61
N21000390,Ballymoney_E,-8,No code required,376
N21000391,Ballymoney_F,1,Economically active: Employee (including full-time students),968
N21000391,Ballymoney_F,2,Economically active: Self-employed (including full-time students),132
N21000391,Ballymoney_F,3,Economically active: Unemployed (including full-time students),50
N21000391,Ballymoney_F,4,Economically inactive: Retired,300
N21000391,Ballymoney_F,5,Economically inactive: Student,99
N21000391,Ballymoney_F,6,Economically inactive: Looking after home or family,95
N21000391,Ballymoney_F,7,Economically inactive: Long-term sick or disabled,75
N21000391,Ballymoney_F,8,Economically inactive: Other,51
N21000391,Ballymoney_F,-8,No code required,576
N21000392,Ballymoney_G,1,Economically active: Employee (including full-time students),606
N21000392,Ballymoney_G,2,Economically active: Self-employed (including full-time students),250
N21000392,Ballymoney_G,3,Economically active: Unemployed (including full-time students),17
N21000392,Ballymoney_G,4,Economically inactive: Retired,268
N21000392,Ballymoney_G,5,Economically inactive: Student,70
N21000392,Ballymoney_G,6,Economically inactive: Looking after home or family,60
N21000392,Ballymoney_G,7,Economically inactive: Long-term sick or disabled,74
N21000392,Ballymoney_G,8,Economically inactive: Other,30
N21000392,Ballymoney_G,-8,No code required,350
N21000393,Ballymoney_H,1,Economically active: Employee (including full-time students),1224
N21000393,Ballymoney_H,2,Economically active: Self-employed (including full-time students),363
N21000393,Ballymoney_H,3,Economically active: Unemployed (including full-time students),52
N21000393,Ballymoney_H,4,Economically inactive: Retired,419
N21000393,Ballymoney_H,5,Economically inactive: Student,132
N21000393,Ballymoney_H,6,Economically inactive: Looking after home or family,119
N21000393,Ballymoney_H,7,Economically inactive: Long-term sick or disabled,153
N21000393,Ballymoney_H,8,Economically inactive: Other,54
N21000393,Ballymoney_H,-8,No code required,723
N21000394,Ballymoney_J,1,Economically active: Employee (including full-time students),496
N21000394,Ballymoney_J,2,Economically active: Self-employed (including full-time students),78
N21000394,Ballymoney_J,3,Economically active: Unemployed (including full-time students),18
N21000394,Ballymoney_J,4,Economically inactive: Retired,183
N21000394,Ballymoney_J,5,Economically inactive: Student,36
N21000394,Ballymoney_J,6,Economically inactive: Looking after home or family,58
N21000394,Ballymoney_J,7,Economically inactive: Long-term sick or disabled,78
N21000394,Ballymoney_J,8,Economically inactive: Other,35
N21000394,Ballymoney_J,-8,No code required,254
N21000395,Ballymoney_K,1,Economically active: Employee (including full-time students),1183
N21000395,Ballymoney_K,2,Economically active: Self-employed (including full-time students),445
N21000395,Ballymoney_K,3,Economically active: Unemployed (including full-time students),70
N21000395,Ballymoney_K,4,Economically inactive: Retired,528
N21000395,Ballymoney_K,5,Economically inactive: Student,94
N21000395,Ballymoney_K,6,Economically inactive: Looking after home or family,105
N21000395,Ballymoney_K,7,Economically inactive: Long-term sick or disabled,138
N21000395,Ballymoney_K,8,Economically inactive: Other,57
N21000395,Ballymoney_K,-8,No code required,691
N21000396,Ballymoney_L,1,Economically active: Employee (including full-time students),521
N21000396,Ballymoney_L,2,Economically active: Self-employed (including full-time students),93
N21000396,Ballymoney_L,3,Economically active: Unemployed (including full-time students),19
N21000396,Ballymoney_L,4,Economically inactive: Retired,174
N21000396,Ballymoney_L,5,Economically inactive: Student,57
N21000396,Ballymoney_L,6,Economically inactive: Looking after home or family,66
N21000396,Ballymoney_L,7,Economically inactive: Long-term sick or disabled,97
N21000396,Ballymoney_L,8,Economically inactive: Other,47
N21000396,Ballymoney_L,-8,No code required,296
N21000397,The_Moor_A,1,Economically active: Employee (including full-time students),832
N21000397,The_Moor_A,2,Economically active: Self-employed (including full-time students),101
N21000397,The_Moor_A,3,Economically active: Unemployed (including full-time students),74
N21000397,The_Moor_A,4,Economically inactive: Retired,330
N21000397,The_Moor_A,5,Economically inactive: Student,113
N21000397,The_Moor_A,6,Economically inactive: Looking after home or family,168
N21000397,The_Moor_A,7,Economically inactive: Long-term sick or disabled,350
N21000397,The_Moor_A,8,Economically inactive: Other,102
N21000397,The_Moor_A,-8,No code required,493
N21000398,The_Moor_B,1,Economically active: Employee (including full-time students),951
N21000398,The_Moor_B,2,Economically active: Self-employed (including full-time students),119
N21000398,The_Moor_B,3,Economically active: Unemployed (including full-time students),83
N21000398,The_Moor_B,4,Economically inactive: Retired,523
N21000398,The_Moor_B,5,Economically inactive: Student,108
N21000398,The_Moor_B,6,Economically inactive: Looking after home or family,167
N21000398,The_Moor_B,7,Economically inactive: Long-term sick or disabled,325
N21000398,The_Moor_B,8,Economically inactive: Other,128
N21000398,The_Moor_B,-8,No code required,516
N21000399,The_Moor_C,1,Economically active: Employee (including full-time students),273
N21000399,The_Moor_C,2,Economically active: Self-employed (including full-time students),44
N21000399,The_Moor_C,3,Economically active: Unemployed (including full-time students),80
N21000399,The_Moor_C,4,Economically inactive: Retired,237
N21000399,The_Moor_C,5,Economically inactive: Student,31
N21000399,The_Moor_C,6,Economically inactive: Looking after home or family,59
N21000399,The_Moor_C,7,Economically inactive: Long-term sick or disabled,234
N21000399,The_Moor_C,8,Economically inactive: Other,80
N21000399,The_Moor_C,-8,No code required,113
N21000400,The_Moor_D,1,Economically active: Employee (including full-time students),681
N21000400,The_Moor_D,2,Economically active: Self-employed (including full-time students),61
N21000400,The_Moor_D,3,Economically active: Unemployed (including full-time students),108
N21000400,The_Moor_D,4,Economically inactive: Retired,165
N21000400,The_Moor_D,5,Economically inactive: Student,154
N21000400,The_Moor_D,6,Economically inactive: Looking after home or family,265
N21000400,The_Moor_D,7,Economically inactive: Long-term sick or disabled,445
N21000400,The_Moor_D,8,Economically inactive: Other,137
N21000400,The_Moor_D,-8,No code required,907
N21000401,The_Moor_E,1,Economically active: Employee (including full-time students),502
N21000401,The_Moor_E,2,Economically active: Self-employed (including full-time students),54
N21000401,The_Moor_E,3,Economically active: Unemployed (including full-time students),56
N21000401,The_Moor_E,4,Economically inactive: Retired,194
N21000401,The_Moor_E,5,Economically inactive: Student,63
N21000401,The_Moor_E,6,Economically inactive: Looking after home or family,109
N21000401,The_Moor_E,7,Economically inactive: Long-term sick or disabled,217
N21000401,The_Moor_E,8,Economically inactive: Other,76
N21000401,The_Moor_E,-8,No code required,290
N21000402,The_Moor_F,1,Economically active: Employee (including full-time students),583
N21000402,The_Moor_F,2,Economically active: Self-employed (including full-time students),70
N21000402,The_Moor_F,3,Economically active: Unemployed (including full-time students),102
N21000402,The_Moor_F,4,Economically inactive: Retired,280
N21000402,The_Moor_F,5,Economically inactive: Student,86
N21000402,The_Moor_F,6,Economically inactive: Looking after home or family,154
N21000402,The_Moor_F,7,Economically inactive: Long-term sick or disabled,399
N21000402,The_Moor_F,8,Economically inactive: Other,129
N21000402,The_Moor_F,-8,No code required,427
N21000403,The_Moor_G,1,Economically active: Employee (including full-time students),574
N21000403,The_Moor_G,2,Economically active: Self-employed (including full-time students),82
N21000403,The_Moor_G,3,Economically active: Unemployed (including full-time students),104
N21000403,The_Moor_G,4,Economically inactive: Retired,219
N21000403,The_Moor_G,5,Economically inactive: Student,62
N21000403,The_Moor_G,6,Economically inactive: Looking after home or family,98
N21000403,The_Moor_G,7,Economically inactive: Long-term sick or disabled,252
N21000403,The_Moor_G,8,Economically inactive: Other,95
N21000403,The_Moor_G,-8,No code required,249
N21000404,The_Moor_H,1,Economically active: Employee (including full-time students),848
N21000404,The_Moor_H,2,Economically active: Self-employed (including full-time students),150
N21000404,The_Moor_H,3,Economically active: Unemployed (including full-time students),62
N21000404,The_Moor_H,4,Economically inactive: Retired,221
N21000404,The_Moor_H,5,Economically inactive: Student,93
N21000404,The_Moor_H,6,Economically inactive: Looking after home or family,69
N21000404,The_Moor_H,7,Economically inactive: Long-term sick or disabled,103
N21000404,The_Moor_H,8,Economically inactive: Other,59
N21000404,The_Moor_H,-8,No code required,442
N21000405,Foyleside_A,1,Economically active: Employee (including full-time students),898
N21000405,Foyleside_A,2,Economically active: Self-employed (including full-time students),133
N21000405,Foyleside_A,3,Economically active: Unemployed (including full-time students),119
N21000405,Foyleside_A,4,Economically inactive: Retired,390
N21000405,Foyleside_A,5,Economically inactive: Student,146
N21000405,Foyleside_A,6,Economically inactive: Looking after home or family,180
N21000405,Foyleside_A,7,Economically inactive: Long-term sick or disabled,299
N21000405,Foyleside_A,8,Economically inactive: Other,108
N21000405,Foyleside_A,-8,No code required,683
N21000406,Foyleside_B,1,Economically active: Employee (including full-time students),661
N21000406,Foyleside_B,2,Economically active: Self-employed (including full-time students),158
N21000406,Foyleside_B,3,Economically active: Unemployed (including full-time students),35
N21000406,Foyleside_B,4,Economically inactive: Retired,720
N21000406,Foyleside_B,5,Economically inactive: Student,44
N21000406,Foyleside_B,6,Economically inactive: Looking after home or family,68
N21000406,Foyleside_B,7,Economically inactive: Long-term sick or disabled,108
N21000406,Foyleside_B,8,Economically inactive: Other,28
N21000406,Foyleside_B,-8,No code required,296
N21000407,Foyleside_C,1,Economically active: Employee (including full-time students),688
N21000407,Foyleside_C,2,Economically active: Self-employed (including full-time students),110
N21000407,Foyleside_C,3,Economically active: Unemployed (including full-time students),100
N21000407,Foyleside_C,4,Economically inactive: Retired,138
N21000407,Foyleside_C,5,Economically inactive: Student,135
N21000407,Foyleside_C,6,Economically inactive: Looking after home or family,201
N21000407,Foyleside_C,7,Economically inactive: Long-term sick or disabled,318
N21000407,Foyleside_C,8,Economically inactive: Other,85
N21000407,Foyleside_C,-8,No code required,644
N21000408,Foyleside_D,1,Economically active: Employee (including full-time students),1056
N21000408,Foyleside_D,2,Economically active: Self-employed (including full-time students),137
N21000408,Foyleside_D,3,Economically active: Unemployed (including full-time students),181
N21000408,Foyleside_D,4,Economically inactive: Retired,494
N21000408,Foyleside_D,5,Economically inactive: Student,302
N21000408,Foyleside_D,6,Economically inactive: Looking after home or family,137
N21000408,Foyleside_D,7,Economically inactive: Long-term sick or disabled,274
N21000408,Foyleside_D,8,Economically inactive: Other,92
N21000408,Foyleside_D,-8,No code required,431
N21000409,Foyleside_E,1,Economically active: Employee (including full-time students),1414
N21000409,Foyleside_E,2,Economically active: Self-employed (including full-time students),207
N21000409,Foyleside_E,3,Economically active: Unemployed (including full-time students),84
N21000409,Foyleside_E,4,Economically inactive: Retired,644
N21000409,Foyleside_E,5,Economically inactive: Student,143
N21000409,Foyleside_E,6,Economically inactive: Looking after home or family,120
N21000409,Foyleside_E,7,Economically inactive: Long-term sick or disabled,175
N21000409,Foyleside_E,8,Economically inactive: Other,65
N21000409,Foyleside_E,-8,No code required,514
N21000410,Foyleside_F,1,Economically active: Employee (including full-time students),518
N21000410,Foyleside_F,2,Economically active: Self-employed (including full-time students),79
N21000410,Foyleside_F,3,Economically active: Unemployed (including full-time students),116
N21000410,Foyleside_F,4,Economically inactive: Retired,216
N21000410,Foyleside_F,5,Economically inactive: Student,87
N21000410,Foyleside_F,6,Economically inactive: Looking after home or family,72
N21000410,Foyleside_F,7,Economically inactive: Long-term sick or disabled,228
N21000410,Foyleside_F,8,Economically inactive: Other,103
N21000410,Foyleside_F,-8,No code required,123
N21000411,Foyleside_G,1,Economically active: Employee (including full-time students),716
N21000411,Foyleside_G,2,Economically active: Self-employed (including full-time students),90
N21000411,Foyleside_G,3,Economically active: Unemployed (including full-time students),94
N21000411,Foyleside_G,4,Economically inactive: Retired,300
N21000411,Foyleside_G,5,Economically inactive: Student,137
N21000411,Foyleside_G,6,Economically inactive: Looking after home or family,100
N21000411,Foyleside_G,7,Economically inactive: Long-term sick or disabled,215
N21000411,Foyleside_G,8,Economically inactive: Other,78
N21000411,Foyleside_G,-8,No code required,334
N21000412,Ballyarnett_A,1,Economically active: Employee (including full-time students),1043
N21000412,Ballyarnett_A,2,Economically active: Self-employed (including full-time students),195
N21000412,Ballyarnett_A,3,Economically active: Unemployed (including full-time students),49
N21000412,Ballyarnett_A,4,Economically inactive: Retired,388
N21000412,Ballyarnett_A,5,Economically inactive: Student,104
N21000412,Ballyarnett_A,6,Economically inactive: Looking after home or family,71
N21000412,Ballyarnett_A,7,Economically inactive: Long-term sick or disabled,86
N21000412,Ballyarnett_A,8,Economically inactive: Other,28
N21000412,Ballyarnett_A,-8,No code required,508
N21000413,Ballyarnett_B,1,Economically active: Employee (including full-time students),457
N21000413,Ballyarnett_B,2,Economically active: Self-employed (including full-time students),58
N21000413,Ballyarnett_B,3,Economically active: Unemployed (including full-time students),87
N21000413,Ballyarnett_B,4,Economically inactive: Retired,37
N21000413,Ballyarnett_B,5,Economically inactive: Student,140
N21000413,Ballyarnett_B,6,Economically inactive: Looking after home or family,226
N21000413,Ballyarnett_B,7,Economically inactive: Long-term sick or disabled,263
N21000413,Ballyarnett_B,8,Economically inactive: Other,106
N21000413,Ballyarnett_B,-8,No code required,911
N21000414,Ballyarnett_C,1,Economically active: Employee (including full-time students),665
N21000414,Ballyarnett_C,2,Economically active: Self-employed (including full-time students),102
N21000414,Ballyarnett_C,3,Economically active: Unemployed (including full-time students),32
N21000414,Ballyarnett_C,4,Economically inactive: Retired,116
N21000414,Ballyarnett_C,5,Economically inactive: Student,87
N21000414,Ballyarnett_C,6,Economically inactive: Looking after home or family,49
N21000414,Ballyarnett_C,7,Economically inactive: Long-term sick or disabled,54
N21000414,Ballyarnett_C,8,Economically inactive: Other,27
N21000414,Ballyarnett_C,-8,No code required,339
N21000415,Ballyarnett_D,1,Economically active: Employee (including full-time students),1085
N21000415,Ballyarnett_D,2,Economically active: Self-employed (including full-time students),158
N21000415,Ballyarnett_D,3,Economically active: Unemployed (including full-time students),89
N21000415,Ballyarnett_D,4,Economically inactive: Retired,361
N21000415,Ballyarnett_D,5,Economically inactive: Student,149
N21000415,Ballyarnett_D,6,Economically inactive: Looking after home or family,163
N21000415,Ballyarnett_D,7,Economically inactive: Long-term sick or disabled,239
N21000415,Ballyarnett_D,8,Economically inactive: Other,89
N21000415,Ballyarnett_D,-8,No code required,710
N21000416,Ballyarnett_E,1,Economically active: Employee (including full-time students),534
N21000416,Ballyarnett_E,2,Economically active: Self-employed (including full-time students),57
N21000416,Ballyarnett_E,3,Economically active: Unemployed (including full-time students),62
N21000416,Ballyarnett_E,4,Economically inactive: Retired,67
N21000416,Ballyarnett_E,5,Economically inactive: Student,99
N21000416,Ballyarnett_E,6,Economically inactive: Looking after home or family,180
N21000416,Ballyarnett_E,7,Economically inactive: Long-term sick or disabled,200
N21000416,Ballyarnett_E,8,Economically inactive: Other,69
N21000416,Ballyarnett_E,-8,No code required,763
N21000417,Ballyarnett_F,1,Economically active: Employee (including full-time students),544
N21000417,Ballyarnett_F,2,Economically active: Self-employed (including full-time students),70
N21000417,Ballyarnett_F,3,Economically active: Unemployed (including full-time students),66
N21000417,Ballyarnett_F,4,Economically inactive: Retired,235
N21000417,Ballyarnett_F,5,Economically inactive: Student,108
N21000417,Ballyarnett_F,6,Economically inactive: Looking after home or family,191
N21000417,Ballyarnett_F,7,Economically inactive: Long-term sick or disabled,297
N21000417,Ballyarnett_F,8,Economically inactive: Other,90
N21000417,Ballyarnett_F,-8,No code required,500
N21000418,Ballyarnett_G,1,Economically active: Employee (including full-time students),766
N21000418,Ballyarnett_G,2,Economically active: Self-employed (including full-time students),67
N21000418,Ballyarnett_G,3,Economically active: Unemployed (including full-time students),117
N21000418,Ballyarnett_G,4,Economically inactive: Retired,292
N21000418,Ballyarnett_G,5,Economically inactive: Student,143
N21000418,Ballyarnett_G,6,Economically inactive: Looking after home or family,239
N21000418,Ballyarnett_G,7,Economically inactive: Long-term sick or disabled,426
N21000418,Ballyarnett_G,8,Economically inactive: Other,125
N21000418,Ballyarnett_G,-8,No code required,689
N21000419,Ballyarnett_H,1,Economically active: Employee (including full-time students),694
N21000419,Ballyarnett_H,2,Economically active: Self-employed (including full-time students),168
N21000419,Ballyarnett_H,3,Economically active: Unemployed (including full-time students),31
N21000419,Ballyarnett_H,4,Economically inactive: Retired,435
N21000419,Ballyarnett_H,5,Economically inactive: Student,83
N21000419,Ballyarnett_H,6,Economically inactive: Looking after home or family,78
N21000419,Ballyarnett_H,7,Economically inactive: Long-term sick or disabled,97
N21000419,Ballyarnett_H,8,Economically inactive: Other,42
N21000419,Ballyarnett_H,-8,No code required,332
N21000420,Ballyarnett_J,1,Economically active: Employee (including full-time students),859
N21000420,Ballyarnett_J,2,Economically active: Self-employed (including full-time students),117
N21000420,Ballyarnett_J,3,Economically active: Unemployed (including full-time students),53
N21000420,Ballyarnett_J,4,Economically inactive: Retired,320
N21000420,Ballyarnett_J,5,Economically inactive: Student,97
N21000420,Ballyarnett_J,6,Economically inactive: Looking after home or family,70
N21000420,Ballyarnett_J,7,Economically inactive: Long-term sick or disabled,132
N21000420,Ballyarnett_J,8,Economically inactive: Other,41
N21000420,Ballyarnett_J,-8,No code required,410
N21000421,Ballyarnett_K,1,Economically active: Employee (including full-time students),694
N21000421,Ballyarnett_K,2,Economically active: Self-employed (including full-time students),102
N21000421,Ballyarnett_K,3,Economically active: Unemployed (including full-time students),80
N21000421,Ballyarnett_K,4,Economically inactive: Retired,353
N21000421,Ballyarnett_K,5,Economically inactive: Student,98
N21000421,Ballyarnett_K,6,Economically inactive: Looking after home or family,190
N21000421,Ballyarnett_K,7,Economically inactive: Long-term sick or disabled,255
N21000421,Ballyarnett_K,8,Economically inactive: Other,109
N21000421,Ballyarnett_K,-8,No code required,565
N21000422,Ballyarnett_L,1,Economically active: Employee (including full-time students),767
N21000422,Ballyarnett_L,2,Economically active: Self-employed (including full-time students),94
N21000422,Ballyarnett_L,3,Economically active: Unemployed (including full-time students),78
N21000422,Ballyarnett_L,4,Economically inactive: Retired,426
N21000422,Ballyarnett_L,5,Economically inactive: Student,97
N21000422,Ballyarnett_L,6,Economically inactive: Looking after home or family,145
N21000422,Ballyarnett_L,7,Economically inactive: Long-term sick or disabled,279
N21000422,Ballyarnett_L,8,Economically inactive: Other,83
N21000422,Ballyarnett_L,-8,No code required,508
N21000423,Waterside_A,1,Economically active: Employee (including full-time students),866
N21000423,Waterside_A,2,Economically active: Self-employed (including full-time students),212
N21000423,Waterside_A,3,Economically active: Unemployed (including full-time students),36
N21000423,Waterside_A,4,Economically inactive: Retired,574
N21000423,Waterside_A,5,Economically inactive: Student,86
N21000423,Waterside_A,6,Economically inactive: Looking after home or family,75
N21000423,Waterside_A,7,Economically inactive: Long-term sick or disabled,59
N21000423,Waterside_A,8,Economically inactive: Other,38
N21000423,Waterside_A,-8,No code required,483
N21000424,Waterside_B,1,Economically active: Employee (including full-time students),595
N21000424,Waterside_B,2,Economically active: Self-employed (including full-time students),72
N21000424,Waterside_B,3,Economically active: Unemployed (including full-time students),77
N21000424,Waterside_B,4,Economically inactive: Retired,350
N21000424,Waterside_B,5,Economically inactive: Student,80
N21000424,Waterside_B,6,Economically inactive: Looking after home or family,115
N21000424,Waterside_B,7,Economically inactive: Long-term sick or disabled,240
N21000424,Waterside_B,8,Economically inactive: Other,67
N21000424,Waterside_B,-8,No code required,398
N21000425,Waterside_C,1,Economically active: Employee (including full-time students),1132
N21000425,Waterside_C,2,Economically active: Self-employed (including full-time students),134
N21000425,Waterside_C,3,Economically active: Unemployed (including full-time students),74
N21000425,Waterside_C,4,Economically inactive: Retired,223
N21000425,Waterside_C,5,Economically inactive: Student,102
N21000425,Waterside_C,6,Economically inactive: Looking after home or family,89
N21000425,Waterside_C,7,Economically inactive: Long-term sick or disabled,97
N21000425,Waterside_C,8,Economically inactive: Other,58
N21000425,Waterside_C,-8,No code required,624
N21000426,Waterside_D,1,Economically active: Employee (including full-time students),738
N21000426,Waterside_D,2,Economically active: Self-employed (including full-time students),78
N21000426,Waterside_D,3,Economically active: Unemployed (including full-time students),44
N21000426,Waterside_D,4,Economically inactive: Retired,376
N21000426,Waterside_D,5,Economically inactive: Student,60
N21000426,Waterside_D,6,Economically inactive: Looking after home or family,100
N21000426,Waterside_D,7,Economically inactive: Long-term sick or disabled,175
N21000426,Waterside_D,8,Economically inactive: Other,42
N21000426,Waterside_D,-8,No code required,382
N21000427,Waterside_E,1,Economically active: Employee (including full-time students),742
N21000427,Waterside_E,2,Economically active: Self-employed (including full-time students),80
N21000427,Waterside_E,3,Economically active: Unemployed (including full-time students),83
N21000427,Waterside_E,4,Economically inactive: Retired,284
N21000427,Waterside_E,5,Economically inactive: Student,86
N21000427,Waterside_E,6,Economically inactive: Looking after home or family,108
N21000427,Waterside_E,7,Economically inactive: Long-term sick or disabled,210
N21000427,Waterside_E,8,Economically inactive: Other,96
N21000427,Waterside_E,-8,No code required,378
N21000428,Waterside_F,1,Economically active: Employee (including full-time students),754
N21000428,Waterside_F,2,Economically active: Self-employed (including full-time students),93
N21000428,Waterside_F,3,Economically active: Unemployed (including full-time students),34
N21000428,Waterside_F,4,Economically inactive: Retired,651
N21000428,Waterside_F,5,Economically inactive: Student,59
N21000428,Waterside_F,6,Economically inactive: Looking after home or family,76
N21000428,Waterside_F,7,Economically inactive: Long-term sick or disabled,132
N21000428,Waterside_F,8,Economically inactive: Other,39
N21000428,Waterside_F,-8,No code required,370
N21000429,Waterside_G,1,Economically active: Employee (including full-time students),810
N21000429,Waterside_G,2,Economically active: Self-employed (including full-time students),74
N21000429,Waterside_G,3,Economically active: Unemployed (including full-time students),82
N21000429,Waterside_G,4,Economically inactive: Retired,315
N21000429,Waterside_G,5,Economically inactive: Student,60
N21000429,Waterside_G,6,Economically inactive: Looking after home or family,111
N21000429,Waterside_G,7,Economically inactive: Long-term sick or disabled,210
N21000429,Waterside_G,8,Economically inactive: Other,81
N21000429,Waterside_G,-8,No code required,465
N21000430,Waterside_H,1,Economically active: Employee (including full-time students),966
N21000430,Waterside_H,2,Economically active: Self-employed (including full-time students),121
N21000430,Waterside_H,3,Economically active: Unemployed (including full-time students),48
N21000430,Waterside_H,4,Economically inactive: Retired,260
N21000430,Waterside_H,5,Economically inactive: Student,156
N21000430,Waterside_H,6,Economically inactive: Looking after home or family,62
N21000430,Waterside_H,7,Economically inactive: Long-term sick or disabled,103
N21000430,Waterside_H,8,Economically inactive: Other,40
N21000430,Waterside_H,-8,No code required,431
N21000431,Waterside_J,1,Economically active: Employee (including full-time students),1039
N21000431,Waterside_J,2,Economically active: Self-employed (including full-time students),153
N21000431,Waterside_J,3,Economically active: Unemployed (including full-time students),42
N21000431,Waterside_J,4,Economically inactive: Retired,487
N21000431,Waterside_J,5,Economically inactive: Student,97
N21000431,Waterside_J,6,Economically inactive: Looking after home or family,65
N21000431,Waterside_J,7,Economically inactive: Long-term sick or disabled,172
N21000431,Waterside_J,8,Economically inactive: Other,50
N21000431,Waterside_J,-8,No code required,434
N21000432,Waterside_K,1,Economically active: Employee (including full-time students),954
N21000432,Waterside_K,2,Economically active: Self-employed (including full-time students),120
N21000432,Waterside_K,3,Economically active: Unemployed (including full-time students),46
N21000432,Waterside_K,4,Economically inactive: Retired,393
N21000432,Waterside_K,5,Economically inactive: Student,62
N21000432,Waterside_K,6,Economically inactive: Looking after home or family,72
N21000432,Waterside_K,7,Economically inactive: Long-term sick or disabled,109
N21000432,Waterside_K,8,Economically inactive: Other,35
N21000432,Waterside_K,-8,No code required,410
N21000433,Waterside_L,1,Economically active: Employee (including full-time students),887
N21000433,Waterside_L,2,Economically active: Self-employed (including full-time students),169
N21000433,Waterside_L,3,Economically active: Unemployed (including full-time students),79
N21000433,Waterside_L,4,Economically inactive: Retired,190
N21000433,Waterside_L,5,Economically inactive: Student,93
N21000433,Waterside_L,6,Economically inactive: Looking after home or family,75
N21000433,Waterside_L,7,Economically inactive: Long-term sick or disabled,179
N21000433,Waterside_L,8,Economically inactive: Other,81
N21000433,Waterside_L,-8,No code required,512
N21000434,Waterside_N,1,Economically active: Employee (including full-time students),710
N21000434,Waterside_N,2,Economically active: Self-employed (including full-time students),83
N21000434,Waterside_N,3,Economically active: Unemployed (including full-time students),65
N21000434,Waterside_N,4,Economically inactive: Retired,164
N21000434,Waterside_N,5,Economically inactive: Student,69
N21000434,Waterside_N,6,Economically inactive: Looking after home or family,125
N21000434,Waterside_N,7,Economically inactive: Long-term sick or disabled,224
N21000434,Waterside_N,8,Economically inactive: Other,87
N21000434,Waterside_N,-8,No code required,583
N21000435,Waterside_P,1,Economically active: Employee (including full-time students),816
N21000435,Waterside_P,2,Economically active: Self-employed (including full-time students),98
N21000435,Waterside_P,3,Economically active: Unemployed (including full-time students),79
N21000435,Waterside_P,4,Economically inactive: Retired,195
N21000435,Waterside_P,5,Economically inactive: Student,81
