,name,link,scrape_time,prices,price,relative_price
11018,Wicked Kitchen Mac & Peas 80G 80G,https://www.tesco.com/groceries/en-GB/products/307363181,1687616021.981487,"['£1.30', '£16.25/kg']",1.3,£16.25/kg
11019,Wicked Kitchen Sweet Potato & Chilli Mac 80G,https://www.tesco.com/groceries/en-GB/products/304393184,1687616022.0916202,"['£1.30', '£16.25/kg']",1.3,£16.25/kg
11020,Mars Triple Treat Fruit Nut & Chocolate Bar 40G,https://www.tesco.com/groceries/en-GB/products/311420908,1687616022.158231,"['£0.65', '£1.62/100g']",0.65,£1.62/100g
11021,Naturya Organic Cacao Nibs 125G,https://www.tesco.com/groceries/en-GB/products/301956791,1687616022.273227,"['£4.00', '£32.00/kg']",4.0,£32.00/kg
11022,Tesco Organic Sultanas 375G,https://www.tesco.com/groceries/en-GB/products/309191386,1687616022.364008,"['£2.90', '£7.73/kg']",2.9,£7.73/kg
11023,Maggi Coconut Milk Powder 300G,https://www.tesco.com/groceries/en-GB/products/268726658,1687616022.478697,"['£4.40', '£14.67/kg']",4.4,£14.67/kg
11024,Doves Farm Organic Wholemeal 1Kg Buckwheat Flour,https://www.tesco.com/groceries/en-GB/products/304789782,1687616022.553429,"['£3.80', '£3.80/kg']",3.8,£3.80/kg
11025,Doves Farm Organic Malthouse Flour Bread 1Kg,https://www.tesco.com/groceries/en-GB/products/309159649,1687616022.630697,"['£2.60', '£2.60/kg']",2.6,£2.60/kg
11026,Eat Natural Gluten Free Ancient Grains Muesli 450G,https://www.tesco.com/groceries/en-GB/products/305250980,1687616022.698634,"['£3.35', '£0.74/100g']",3.35,£0.74/100g
11027,Dr Oetker Chocolatey Sprinkle Mix 93G,https://www.tesco.com/groceries/en-GB/products/309786898,1687616022.770667,"['£2.30', '£2.47/100g']",2.3,£2.47/100g
11028,John West On The Go Moroccan Style Tuna Salad 220G,https://www.tesco.com/groceries/en-GB/products/311779449,1687616022.8356988,"['£2.60', '£11.82/kg']",2.6,£11.82/kg
11029,Mentos Gum Pure Fresh Bubblefresh 50Pc 97G,https://www.tesco.com/groceries/en-GB/products/309474766,1687616022.908264,"['£2.80', '£2.89/100g']",2.8,£2.89/100g
11030,Tabasco Sriracha Sauce 256Ml,https://www.tesco.com/groceries/en-GB/products/305986587,1687616022.975586,"['£3.15', '£1.23/100ml']",3.15,£1.23/100ml
11031,Tesco Finest Berry & Cherry Museli 500G,https://www.tesco.com/groceries/en-GB/products/307761654,1687616023.048067,"['£2.80', '£0.56/100g']",2.8,£0.56/100g
11032,Street Kitchen Malaysian Satay Chicken Meal Kit 255G,https://www.tesco.com/groceries/en-GB/products/296829039,1687616028.377533,"['£3.15', '£12.35/kg']",3.15,£12.35/kg
11033,Lee Kum Kee Premium Oyster Sauce 255G,https://www.tesco.com/groceries/en-GB/products/276786384,1687616028.6309068,"['£3.05', '£1.20/100g']",3.05,£1.20/100g
11034,Sharwoods Madras Sauce 420G,https://www.tesco.com/groceries/en-GB/products/252583211,1687616028.702503,"['£2.80', '£0.67/100g']",2.8,£0.67/100g
11035,Maggi Tomato Ketchup 400G,https://www.tesco.com/groceries/en-GB/products/302308808,1687616028.770994,"['£2.20', '£0.55/100g']",2.2,£0.55/100g
11036,East End Black Cardamoms 75G,https://www.tesco.com/groceries/en-GB/products/259685713,1687616028.839398,"['£3.45', '£0.46/10g']",3.45,£0.46/10g
11038,Urban Fruit Gently Baked Blueberries 75G,https://www.tesco.com/groceries/en-GB/products/312345783,1687616028.980165,"['£2.60', '£34.67/kg']",2.6,£34.67/kg
11039,Create A Cake Pastel Muffin Cases 100,https://www.tesco.com/groceries/en-GB/products/309785869,1687616029.07391,"['£1.90', '£0.02/each']",1.9,£0.02/each
11040,East End Cumin Whole 300G,https://www.tesco.com/groceries/en-GB/products/297489986,1687616029.151625,"['£2.35', '£0.08/10g']",2.35,£0.08/10g
11041,Fragata Stoneless Olives Piquillo Pepper 350G,https://www.tesco.com/groceries/en-GB/products/307736079,1687616029.2206469,"['£2.00', '£1.33/100g DR.WT']",2.0,£1.33/100g DR.WT
11042,Wright's Baking Orange Cake Mix 500G,https://www.tesco.com/groceries/en-GB/products/304395055,1687616029.317763,"['£2.40', '£4.80/kg']",2.4,£4.80/kg
11043,Wright's Baking Toffee Cake Mix 500G,https://www.tesco.com/groceries/en-GB/products/304405569,1687616029.386888,"['£2.40', '£4.80/kg']",2.4,£4.80/kg
11044,Maggi Seasoning Tablette 600G,https://www.tesco.com/groceries/en-GB/products/305944384,1687616029.4568682,"['£3.00', '£0.50/100g']",3.0,£0.50/100g
11045,Sosu Korean Gochujang Cooking Paste 90Ml,https://www.tesco.com/groceries/en-GB/products/313179592,1687616029.52444,"['£2.65', '£2.94/100ml']",2.65,£2.94/100ml
11046,Frank's Red Hot Fire-Roasted Jalapeno Hot Sauce 135Ml,https://www.tesco.com/groceries/en-GB/products/310126199,1687616029.599336,"['£2.20', '£16.30/litre']",2.2,£16.30/litre
11047,Tymbark Cactus 1 Litre,https://www.tesco.com/groceries/en-GB/products/271639054,1687616029.69033,"['£1.55', '£0.16/100ml']",1.55,£0.16/100ml
11048,Jamie Oliver Madras Curry Paste 180G,https://www.tesco.com/groceries/en-GB/products/309492577,1687616029.758199,"['£2.20', '£1.22/100g']",2.2,£1.22/100g
11049,East End Very Hot Green Chilli Sauce 260G,https://www.tesco.com/groceries/en-GB/products/261162264,1687616029.8480918,"['£1.45', '£0.56/100g']",1.45,£0.56/100g
11050,Jutrzenka Jezyki Classic Biscuits 140G,https://www.tesco.com/groceries/en-GB/products/262105049,1687616029.914827,"['£1.45', '£1.04/100g']",1.45,£1.04/100g
11051,Bepps Popped Chickpea Snacks Salt & Pepper 70G,https://www.tesco.com/groceries/en-GB/products/307337777,1687616029.984908,"['£1.80', '£2.57/100g']",1.8,£2.57/100g
11052,Kind Protein Dark Chocolate Nut Bar 50G,https://www.tesco.com/groceries/en-GB/products/306933263,1687616030.079605,"['£1.90', '£3.80/100g']",1.9,£3.80/100g
11053,Dr.Oetker Egg White Powder Multipack Sachet 4X5g,https://www.tesco.com/groceries/en-GB/products/278837857,1687616030.1910431,"['£1.20', '£6.00/100g']",1.2,£6.00/100g
11054,Tesco Free From Piri Piri Mayonnaise 250Ml,https://www.tesco.com/groceries/en-GB/products/311212867,1687616030.287758,"['£1.00', '£0.40/100ml']",1.0,£0.40/100ml
11055,Tic Tac Sugar Free Fresh Cool Cherry 16.4G,https://www.tesco.com/groceries/en-GB/products/311959951,1687616030.354424,"['£1.00', '£6.10/100g']",1.0,£6.10/100g
11056,Bear Pure Fruit Yoyos Mango 20G,https://www.tesco.com/groceries/en-GB/products/279344424,1687616030.465549,"['£0.60', '£3.00/100g']",0.6,£3.00/100g
11057,Naturya Organic Cacao Powder Fair Trade 250G,https://www.tesco.com/groceries/en-GB/products/301956733,1687616030.5847418,"['£6.50', '£26.00/kg']",6.5,£26.00/kg
11058,Tesco Free From Vanilla Tray Bake,https://www.tesco.com/groceries/en-GB/products/304379680,1687616030.674282,"['£5.00', '£5.00/each']",5.0,£5.00/each
11059,Tesco Grapeseed Oil 500Ml,https://www.tesco.com/groceries/en-GB/products/287231615,1687616030.742548,"['£4.05', '£0.81/100ml']",4.05,£0.81/100ml
11060,Tesco Organic Desiccated Coconut 200G,https://www.tesco.com/groceries/en-GB/products/309498529,1687616030.809102,"['£2.35', '£11.75/kg']",2.35,£11.75/kg
11061,San Miguel Gluten Free Beer 4 X 330Ml,https://www.tesco.com/groceries/en-GB/products/307340703,1687616030.87565,"['£6.30', '£4.77/litre']",6.3,£4.77/litre
11062,Cake Decor Silver Glitter Spray 4G,https://www.tesco.com/groceries/en-GB/products/295375559,1687616030.9420118,"['£3.60', '£90.00/100g']",3.6,£90.00/100g
11063,Tesco Finest Karahi Curry Sauce 340G,https://www.tesco.com/groceries/en-GB/products/311273713,1687616031.012753,"['£2.50', '£0.74/100g']",2.5,£0.74/100g
11064,Urban Fruit Coconut Chips Up 4 Pack 72G,https://www.tesco.com/groceries/en-GB/products/297754459,1687616031.0784059,"['£3.05', '£4.24/100g']",3.05,£4.24/100g
11065,Tesco Loaf Tin 2Lb,https://www.tesco.com/groceries/en-GB/products/309629383,1687616031.144158,"['£2.50', '£2.50/each']",2.5,£2.50/each
11066,Ocean's Halo Organic Ramen Broth 946Ml,https://www.tesco.com/groceries/en-GB/products/303870272,1687616031.2108002,"['£3.80', '£0.40/100ml']",3.8,£0.40/100ml
11068,Dr.Will's Sweet Chilli Sauce 50% Less Sugar 270G,https://www.tesco.com/groceries/en-GB/products/311214827,1687616031.389664,"['£3.00', '£1.11/100g']",3.0,£1.11/100g
11069,Sci-Mx Double Chocolate Protein Cookie 75G,https://www.tesco.com/groceries/en-GB/products/282615279,1687616031.456225,"['£2.00', '£2.67/100g']",2.0,£2.67/100g
11070,Whole Earth Drizzler Golden Roasted Peanut Butter 320G,https://www.tesco.com/groceries/en-GB/products/310655252,1687616031.5746508,"['£3.30', '£1.03/100g']",3.3,£1.03/100g
11071,Paw Patrol Cupcake Mix 183G,https://www.tesco.com/groceries/en-GB/products/293105906,1687616031.671227,"['£2.25', '£1.23/100g']",2.25,£1.23/100g
11072,Trek Energy Cocoa Chaos Multipack 3X55g,https://www.tesco.com/groceries/en-GB/products/293199949,1687616031.741025,"['£3.00', '£1.82/100g']",3.0,£1.82/100g
11073,Hellmann's Squeezy Cheese Sauce 250G,https://www.tesco.com/groceries/en-GB/products/309485809,1687616031.809543,"['£2.60', '£1.04/100g']",2.6,£1.04/100g
11074,Spichlerz Dish Of Meat Au Jus 280G,https://www.tesco.com/groceries/en-GB/products/305437760,1687616031.8749702,"['£2.45', '£0.88/100g']",2.45,£0.88/100g
11075,Lee Kum Kee Wok Sesame Oil 207Ml,https://www.tesco.com/groceries/en-GB/products/303888021,1687616031.946846,"['£2.40', '£1.16/100ml']",2.4,£1.16/100ml
11076,Riso. Scotti Buona Idea Risotto Mushroom 210G,https://www.tesco.com/groceries/en-GB/products/311435396,1687616032.012767,"['£2.35', '£11.19/kg']",2.35,£11.19/kg
11077,Nandos Peri Peri Quick Marinade Hot 260G,https://www.tesco.com/groceries/en-GB/products/308839717,1687616032.087878,"['£2.50', '£0.96/100g']",2.5,£0.96/100g
11078,Dr. Oetker Extra Strong Orange Food Food Gel 15G,https://www.tesco.com/groceries/en-GB/products/297357060,1687616032.153147,"['£1.50', '£1.00/10g']",1.5,£1.00/10g
11079,Zanae Giant Beans In Tomato Sauce 280G,https://www.tesco.com/groceries/en-GB/products/279856464,1687616032.220408,"['£1.85', '£6.61/kg']",1.85,£6.61/kg
11080,Quaker Vibrant Oats Forest Fruits Porridge 236G,https://www.tesco.com/groceries/en-GB/products/309479093,1687616038.831546,"['£3.00', '£1.27/100g']",3.0,£1.27/100g
11081,Funktional Foods Vegan Protein Blend Vanilla 100G,https://www.tesco.com/groceries/en-GB/products/307139303,1687616038.946041,"['£3.15', '£31.50/kg']",3.15,£31.50/kg
11082,Tesco Smoky Butternut & Bean Casserole 392G,https://www.tesco.com/groceries/en-GB/products/312211262,1687616039.0994382,"['£1.75', '£4.46/kg']",1.75,£4.46/kg
11083,Jamie Oliver Keralan Inspired Curry Paste 180G,https://www.tesco.com/groceries/en-GB/products/309466442,1687616039.169812,"['£2.20', '£1.22/100g']",2.2,£1.22/100g
11084,Wicked Kitchen Salted Caramel Chocolate Bar 150G,https://www.tesco.com/groceries/en-GB/products/310664949,1687616039.263274,"['£2.20', '£1.47/100g']",2.2,£1.47/100g
11085,Kohinoor Lucknowi Adraki Bhuna Sauce 375G,https://www.tesco.com/groceries/en-GB/products/293258166,1687616039.332211,"['£1.95', '£0.52/100g']",1.95,£0.52/100g
11086,Wicked Kitchen Pepper & Smoked Sage Stuffing 130G,https://www.tesco.com/groceries/en-GB/products/307153971,1687616039.404642,"['£1.50', '£11.54/kg']",1.5,£11.54/kg
11087,Eat Natural Raw Fruit & Nut Bar Hazelnut Dates Peanut 45G,https://www.tesco.com/groceries/en-GB/products/310670734,1687616039.47167,"['£1.10', '£2.44/100g']",1.1,£2.44/100g
11088,Rajah Chaat Masala 80G,https://www.tesco.com/groceries/en-GB/products/302304692,1687616039.547353,"['£1.05', '£0.13/10g']",1.05,£0.13/10g
11089,Kind Maple Pecan & Almond Bars 3X30g,https://www.tesco.com/groceries/en-GB/products/311273206,1687616039.613464,"['£3.00', '£3.33/100g']",3.0,£3.33/100g
11090,Bin Bin Original Rice Crackers 150G,https://www.tesco.com/groceries/en-GB/products/273028193,1687616039.7057369,"['£2.00', '£1.33/100g']",2.0,£1.33/100g
11091,Tic Tac Sugar Free Fresh Grapefruit Mint 16.4G,https://www.tesco.com/groceries/en-GB/products/311804979,1687616039.794722,"['£1.00', '£6.10/100g']",1.0,£6.10/100g
11092,Ashoka Punjabi Choley 280G,https://www.tesco.com/groceries/en-GB/products/284128271,1687616039.908882,"['£1.70', '£0.61/100g']",1.7,£0.61/100g
11093,Walkers Max Strong Hot Sauce Blaze Crisps 50G,https://www.tesco.com/groceries/en-GB/products/312107196,1687616039.978266,"['£0.95', '£1.90/100g']",0.95,£1.90/100g
11094,Royal Halal Chilli Chicken With Egg Fried Rice 400G,https://www.tesco.com/groceries/en-GB/products/305971132,1687616040.097019,"['£3.25', '£0.81/100g']",3.25,£0.81/100g
11095,Ktc Blended Olive Pomace Oil 5Ltr,https://www.tesco.com/groceries/en-GB/products/259656466,1687616040.19035,"['£16.75', '£0.34/100ml']",16.75,£0.34/100ml
11096,Linwoods Organic Milled Hemp Flax & Chia Seeds 200G,https://www.tesco.com/groceries/en-GB/products/307159262,1687616040.26282,"['£4.00', '£20.00/kg']",4.0,£20.00/kg
11097,Cawoods Jumbo Salted Cod Cutlets 350G,https://www.tesco.com/groceries/en-GB/products/271832171,1687616040.3306549,"['£5.25', '£1.50/100g']",5.25,£1.50/100g
11098,Crisp & Dry Rapesed Spray Oil 200Ml,https://www.tesco.com/groceries/en-GB/products/313006659,1687616040.4352481,"['£3.15', '£1.58/100ml']",3.15,£1.58/100ml
11099,Blue Dragon Satay Noodle Meal Kit 230G,https://www.tesco.com/groceries/en-GB/products/306657209,1687616040.5077639,"['£3.10', '£13.48/kg']",3.1,£13.48/kg
11100,Kingfisher Dried Shiitake Mushrooms 40G,https://www.tesco.com/groceries/en-GB/products/303646763,1687616040.577474,"['£3.00', '£7.50/100g']",3.0,£7.50/100g
11101,Spoon Cereals Cinnamon & Pecan Granola 400G,https://www.tesco.com/groceries/en-GB/products/312084667,1687616040.6450639,"['£4.20', '£1.05/100g']",4.2,£1.05/100g
11102,The Spice Tailor Hyderabad Biryani 360G,https://www.tesco.com/groceries/en-GB/products/311270912,1687616040.720124,"['£3.75', '£10.42/kg']",3.75,£10.42/kg
11103,Nando's Peri Peri Wrap Kit Medium 261G,https://www.tesco.com/groceries/en-GB/products/308831933,1687616040.810004,"['£3.30', '£1.26/100g']",3.3,£1.26/100g
11104,Dr Oetker Bright & Bold Sprinkles Mix 109G,https://www.tesco.com/groceries/en-GB/products/309787769,1687616040.880415,"['£2.30', '£2.11/100g']",2.3,£2.11/100g
11105,Crespo Pitted Dry Black Olives 110G,https://www.tesco.com/groceries/en-GB/products/262366471,1687616040.9494982,"['£2.20', '£2.00/100g']",2.2,£2.00/100g
11106,Knorr Organic Beef Stock Pot 4X26g,https://www.tesco.com/groceries/en-GB/products/301611744,1687616041.025281,"['£2.25', '£2.16/100g']",2.25,£2.16/100g
11107,Jamie Oliver Curried Chickpeas 250G,https://www.tesco.com/groceries/en-GB/products/280965846,1687616041.096241,"['£2.35', '£9.40/kg']",2.35,£9.40/kg
11108,Miso Tasty Red Miso Soybean Paste 110G,https://www.tesco.com/groceries/en-GB/products/312992943,1687616041.165335,"['£2.60', '£2.36/100g']",2.6,£2.36/100g
11109,Schar Grissini 150G,https://www.tesco.com/groceries/en-GB/products/275560733,1687616041.230925,"['£2.60', '£17.33/kg']",2.6,£17.33/kg
11110,Betty Crocker Carrot Cake Mix 425G,https://www.tesco.com/groceries/en-GB/products/289585112,1687616041.297715,"['£3.00', '£0.71/100g']",3.0,£0.71/100g
11111,Dawtona Dinner Salad 500G,https://www.tesco.com/groceries/en-GB/products/309203593,1687616041.385233,"['£1.75', '£0.70/100g DR.WT']",1.75,£0.70/100g DR.WT
11112,Street Kitchen Kung Pao Chicken Meal Kit 255G,https://www.tesco.com/groceries/en-GB/products/296829114,1687616041.4568162,"['£3.15', '£12.35/kg']",3.15,£12.35/kg
11113,East End Fenugreek Seeds 300G,https://www.tesco.com/groceries/en-GB/products/297490027,1687616041.578239,"['£2.10', '£0.07/10g']",2.1,£0.07/10g
11114,Nando's Extra Extra Hot Peri- Peri Sauce 125G,https://www.tesco.com/groceries/en-GB/products/264466656,1687616041.6445749,"['£2.25', '£1.80/100g']",2.25,£1.80/100g
11115,Urban Fruit Gently/Gentle Baked Mango & Passion Fruit 85G,https://www.tesco.com/groceries/en-GB/products/307151846,1687616041.717129,"['£2.60', '£30.59/kg']",2.6,£30.59/kg
11116,Ben's Plant Powered Spicy Lentil Stew 285G,https://www.tesco.com/groceries/en-GB/products/311787422,1687616041.807466,"['£2.50', '£8.77/kg']",2.5,£8.77/kg
11117,Dr. Oetker Extra Strong Black Food Colour Gel 15G,https://www.tesco.com/groceries/en-GB/products/297357025,1687616041.875328,"['£1.50', '£1.00/10g']",1.5,£1.00/10g
11118,Passage To Asia Teriyaki Chicken Stir Fry Sauce 200G,https://www.tesco.com/groceries/en-GB/products/301372899,1687616041.954067,"['£2.30', '£1.15/100g']",2.3,£1.15/100g
11119,Bisto Spicy Pepper Sauce Pots 2 X 90G,https://www.tesco.com/groceries/en-GB/products/310125678,1687616042.027251,"['£2.50', '£1.39/100g']",2.5,£1.39/100g
11120,Tiger Tiger Pork Luncheon Meat 340G,https://www.tesco.com/groceries/en-GB/products/309205280,1687616042.09566,"['£2.35', '£0.69/100g']",2.35,£0.69/100g
11121,East End Mango Mint Sauce 260G,https://www.tesco.com/groceries/en-GB/products/261161392,1687616042.164487,"['£1.60', '£0.62/100g']",1.6,£0.62/100g
11122,Tesco Currants 1Kg,https://www.tesco.com/groceries/en-GB/products/254915312,1687616042.2309499,"['£2.45', '£2.45/kg']",2.45,£2.45/kg
11123,Old El Paso Mild Fajita Melt Kit 385G,https://www.tesco.com/groceries/en-GB/products/309184182,1687616042.31258,"['£2.49', '£6.47/kg']",2.49,£6.47/kg
11124,Tesco Primary Blue Ready To Roll Icing 250G,https://www.tesco.com/groceries/en-GB/products/293061732,1687616042.382198,"['£1.80', '£0.72/100g']",1.8,£0.72/100g
11125,Flower & White Strawberry & Banana Smoothie Bar 35G,https://www.tesco.com/groceries/en-GB/products/312094399,1687616042.459195,"['£1.30', '£3.71/100g']",1.3,£3.71/100g
11126,Flower & White Mango Passion Fruit Smoothie Mallow Bar 35G,https://www.tesco.com/groceries/en-GB/products/311945564,1687616042.526861,"['£1.30', '£3.71/100g']",1.3,£3.71/100g
11127,Nando's Coat & Cook Hot 120G,https://www.tesco.com/groceries/en-GB/products/284195800,1687616042.5959659,"['£1.00', '£0.83/100g']",1.0,£0.83/100g
11128,Dr.Oetker Vege-Gel Sachets 19.5G,https://www.tesco.com/groceries/en-GB/products/282996040,1687616048.913834,"['£1.40', '£7.18/100g']",1.4,£7.18/100g
11129,Bepps Popped Chickpea Snacks Barbecue 70G,https://www.tesco.com/groceries/en-GB/products/307142120,1687616048.9908311,"['£1.80', '£2.57/100g']",1.8,£2.57/100g
11130,Snickers Triple Treat Fruit Nut & Chocolate Bar 40G,https://www.tesco.com/groceries/en-GB/products/311797646,1687616049.087085,"['£0.65', '£1.62/100g']",0.65,£1.62/100g
11131,Filippo Berio Mild & Light Olive Oil 1Ltr,https://www.tesco.com/groceries/en-GB/products/256692951,1687616049.200693,"['£10.40', '£1.04/100ml']",10.4,£1.04/100ml
11132,Kikkoman Less Salt Soy Sauce 500Ml,https://www.tesco.com/groceries/en-GB/products/303870099,1687616049.2676868,"['£6.90', '£1.38/100ml']",6.9,£1.38/100ml
11133,Lindt Nuxor Dark 165G,https://www.tesco.com/groceries/en-GB/products/304554455,1687616049.341011,"['£7.00', '£4.24/100g']",7.0,£4.24/100g
11134,Pure Via 100% Erythritol Nature Sweet 250G,https://www.tesco.com/groceries/en-GB/products/305438459,1687616049.439285,"['£3.35', '£13.40/kg']",3.35,£13.40/kg
11135,Rude Health Fruity Date Porridge 400G,https://www.tesco.com/groceries/en-GB/products/311959784,1687616049.5110762,"['£2.95', '£0.74/100g']",2.95,£0.74/100g
11136,Tesco Finest Vindaloo Curry Sauce 340G,https://www.tesco.com/groceries/en-GB/products/311251031,1687616049.5781791,"['£2.50', '£0.74/100g']",2.5,£0.74/100g
11137,Cadbury Chocolate Brownie Mix 350G,https://www.tesco.com/groceries/en-GB/products/304414345,1687616049.652577,"['£3.00', '£8.57/kg']",3.0,£8.57/kg
11138,The Spice Tailor Punjabi Tomato Curry 300G,https://www.tesco.com/groceries/en-GB/products/282843008,1687616049.726357,"['£3.75', '£12.50/kg']",3.75,£12.50/kg
11139,Guinness Cooking Paste 200G,https://www.tesco.com/groceries/en-GB/products/309487152,1687616049.815028,"['£3.15', '£0.16/10g']",3.15,£0.16/10g
11140,Tarczynski Geesowska Polish Sausages 300G,https://www.tesco.com/groceries/en-GB/products/288577193,1687616049.886544,"['£3.35', '£1.12/100g']",3.35,£1.12/100g
11141,Krakus Golonka Canned Cured Pork Meat 300G,https://www.tesco.com/groceries/en-GB/products/309205889,1687616049.9578362,"['£2.50', '£0.83/100g']",2.5,£0.83/100g
11142,Princes Wild Pacific Pink Salmon 213G,https://www.tesco.com/groceries/en-GB/products/268285551,1687616050.024287,"['£3.15', '£1.48/100g']",3.15,£1.48/100g
11143,Tesco Garlic Lovers Pepper Grinder 40G,https://www.tesco.com/groceries/en-GB/products/255920494,1687616050.092374,"['£2.30', '£57.50/kg']",2.3,£57.50/kg
11144,Tesco Lemon Drizzle Cake Kit 320G,https://www.tesco.com/groceries/en-GB/products/293103626,1687616050.160544,"['£2.30', '£0.72/100g']",2.3,£0.72/100g
11145,Pamapol Beans With Sausages In Tomato Sauce 500G,https://www.tesco.com/groceries/en-GB/products/265837111,1687616050.2342038,"['£1.95', '£3.90/kg']",1.95,£3.90/kg
11146,House Wasabi Paste 43G,https://www.tesco.com/groceries/en-GB/products/276785707,1687616050.3024929,"['£1.60', '£3.72/100g']",1.6,£3.72/100g
11147,Dr. Oetker Coloured Gel - Violet Extra Strong 15G,https://www.tesco.com/groceries/en-GB/products/297357002,1687616050.3735402,"['£1.50', '£1.00/10g']",1.5,£1.00/10g
11148,John West Skinless & Boneless Pink Salmon Fridge Pot 128G,https://www.tesco.com/groceries/en-GB/products/309489213,1687616050.440177,"['£2.50', '£24.51/kg DR.WT']",2.5,£24.51/kg DR.WT
11149,Alpen Chocolate Swiss Style Muesli 550G,https://www.tesco.com/groceries/en-GB/products/305943074,1687616050.541378,"['£2.70', '£0.49/100g']",2.7,£0.49/100g
11150,Cake Decor Choco Writer Milk Chocolate 80G,https://www.tesco.com/groceries/en-GB/products/295375571,1687616050.608501,"['£1.80', '£2.25/100g']",1.8,£2.25/100g
11151,Tesco Chilli Paste 90G,https://www.tesco.com/groceries/en-GB/products/278393177,1687616050.6846578,"['£1.50', '£16.67/kg']",1.5,£16.67/kg
11152,Old El Paso Gluten Free 518G Enchilada Kit,https://www.tesco.com/groceries/en-GB/products/305199919,1687616050.754841,"['£3.49', '£6.74/kg']",3.49,£6.74/kg
11153,Tesco Organic Whole Almonds 100G,https://www.tesco.com/groceries/en-GB/products/309171208,1687616050.825828,"['£2.10', '£21.00/kg']",2.1,£21.00/kg
11154,Tesco Walnut Oil 250Ml,https://www.tesco.com/groceries/en-GB/products/259028409,1687616050.8918982,"['£2.00', '£0.80/100ml']",2.0,£0.80/100ml
11155,Ashoka Mixed Pickle 500G,https://www.tesco.com/groceries/en-GB/products/275457113,1687616050.9597828,"['£2.00', '£0.40/100g']",2.0,£0.40/100g
11156,Phd Smart Salted Fudge Brownie Bar 64G,https://www.tesco.com/groceries/en-GB/products/301971173,1687616051.026292,"['£2.25', '£3.52/100g']",2.25,£3.52/100g
11157,Tesco Garlic & Thyme Stock Pots 112G,https://www.tesco.com/groceries/en-GB/products/297461051,1687616051.114665,"['£1.40', '£1.25/100g']",1.4,£1.25/100g
11158,Tesco Finest Sicilian Extra Virgin Olive Oil 500Ml,https://www.tesco.com/groceries/en-GB/products/296152194,1687616051.189003,"['£6.50', '£1.30/100ml']",6.5,£1.30/100ml
11159,Tesco Harissa Seasoning 48G,https://www.tesco.com/groceries/en-GB/products/289081610,1687616051.255733,"['£0.90', '£0.19/10g']",0.9,£0.19/10g
11160,Bear Yoyo Banana Fruit Rolls 5X20g,https://www.tesco.com/groceries/en-GB/products/310167196,1687616051.323423,"['£1.50', '£15.00/kg']",1.5,£15.00/kg
11161,Eat Natural Raw Almond Cranberry & Pomegranate Fruit & Nut Bar 45G,https://www.tesco.com/groceries/en-GB/products/311808134,1687616051.4151418,"['£1.10', '£2.44/100g']",1.1,£2.44/100g
11162,Tesco Protein Bites Almond & Raspberry 45G,https://www.tesco.com/groceries/en-GB/products/312352492,1687616051.483762,"['£1.00', '£22.22/kg']",1.0,£22.22/kg
11163,Kohinoor Classic Basmati Rice 5Kg,https://www.tesco.com/groceries/en-GB/products/304400223,1687616051.5588312,"['£13.00', '£2.60/kg']",13.0,£2.60/kg
11164,Rowse Supahoney Manuka & Honey 250G,https://www.tesco.com/groceries/en-GB/products/284845619,1687616051.655749,"['£6.10', '£2.44/100g']",6.1,£2.44/100g
11165,Tesco Finest Tellicherry Pepper Corn Grinder 45G,https://www.tesco.com/groceries/en-GB/products/279683126,1687616051.8070421,"['£4.60', '£1.02/10g']",4.6,£1.02/10g
11166,Tesco Italian Extra Virgin Olive Oil 500Ml,https://www.tesco.com/groceries/en-GB/products/259074328,1687616051.883272,"['£5.30', '£1.06/100ml']",5.3,£1.06/100ml
11167,Tesco Finest Caperberries 280G,https://www.tesco.com/groceries/en-GB/products/307338511,1687616051.9658399,"['£3.45', '£2.46/100g DR.WT']",3.45,£2.46/100g DR.WT
11168,Blue Dragon 3 Step Katsu Curry330g,https://www.tesco.com/groceries/en-GB/products/301064089,1687616052.051587,"['£3.10', '£9.39/kg']",3.1,£9.39/kg
11169,Tesco Square Sandwich Tin 20Cm,https://www.tesco.com/groceries/en-GB/products/309629399,1687616052.1360378,"['£3.00', '£3.00/each']",3.0,£3.00/each
11170,Rude Health 5 Grain 5 Seed Porridge 400G,https://www.tesco.com/groceries/en-GB/products/311805990,1687616052.21232,"['£2.95', '£0.74/100g']",2.95,£0.74/100g
11171,Tesco Stir Fry Oil 250Ml,https://www.tesco.com/groceries/en-GB/products/259180129,1687616052.291358,"['£2.20', '£0.88/100ml']",2.2,£0.88/100ml
11172,Belazu Antipasti Ezme Mezze Paste 165G,https://www.tesco.com/groceries/en-GB/products/308822679,1687616052.3670242,"['£2.95', '£1.79/100g']",2.95,£1.79/100g
11173,Kallo Low Salt Organic Gravy Granules 160G,https://www.tesco.com/groceries/en-GB/products/303695116,1687616052.442142,"['£3.15', '£1.97/100g']",3.15,£1.97/100g
11174,Mary Berry's Blue Cheese Dressing 235Ml,https://www.tesco.com/groceries/en-GB/products/302275258,1687616052.5185852,"['£3.45', '£1.47/100ml']",3.45,£1.47/100ml
11175,John West Spiced Harissa Super Tuna Salad 220G,https://www.tesco.com/groceries/en-GB/products/310656239,1687616052.596394,"['£2.60', '£11.82/kg']",2.6,£11.82/kg
